variant,margin_m,band_m,cohort,scene,observations,instances,scenes,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m,lidar_ge_3_percent,lidar_ge_5_percent,lidar_points_p25,lidar_points_p50,lidar_points_p75,lidar_points_p90,lidar_equal_track_percent,radar_ge_3_percent,radar_ge_5_percent,radar_points_p25,radar_points_p50,radar_points_p75,radar_points_p90,radar_equal_track_percent
static,0.5,300-400,all,scene_28_24,7,2,1,1,0,0,1,0,6,14.285714285714285,0.0,14.285714285714285,301.03319480211303,318.0585202283685,14.285714285714285,0.0,0.0,0.0,0.0,1.6000000000000014,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static,0.5,200-400,vehicles,scene_28_1,115,10,1,93,66,61,32,5,17,80.8695652173913,57.391304347826086,23.478260869565215,201.06925163807026,360.39229981232,76.52173913043478,74.78260869565217,4.5,12.0,57.0,93.00000000000009,76.59523809523809,23.47826086956522,7.82608695652174,0.0,1.0,2.0,4.0,50.858784893267654
static,0.5,200-400,vehicles,scene_28_6,86,16,1,64,48,35,29,13,9,74.4186046511628,55.81395348837209,18.6046511627907,201.54258863542225,381.0022030069285,70.93023255813954,65.11627906976744,0.25,7.5,27.5,46.5,65.52083333333334,23.25581395348837,11.627906976744185,0.0,1.0,2.0,5.0,59.39732142857142
static,0.5,200-400,vehicles,scene_28_12,217,19,1,202,79,74,128,5,10,93.08755760368663,36.405529953917046,56.68202764976959,200.0481951240057,397.6820703976072,91.24423963133641,89.86175115207374,12.0,40.0,135.0,418.60000000000014,89.73232676833787,18.89400921658986,10.138248847926267,0.0,0.0,2.0,4.400000000000006,48.24050680006359
static,0.5,200-400,vehicles,scene_28_18,86,10,1,77,64,57,20,7,2,89.53488372093024,74.4186046511628,15.116279069767447,204.41397427391732,378.5509058889894,82.55813953488372,79.06976744186046,6.0,21.5,35.0,42.0,80.83333333333333,16.27906976744186,6.976744186046512,0.25,1.0,2.0,4.0,70.15789473684211
static,0.5,200-400,passenger_cars,scene_28_1,69,5,1,56,38,38,18,0,13,81.15942028985508,55.072463768115945,26.086956521739136,201.91332212775274,305.3321725206024,78.26086956521739,78.26086956521739,5.0,12.0,53.0,73.2,69.54545454545456,18.84057971014493,0.0,0.0,1.0,2.0,3.0,34.5141065830721
static,0.5,200-400,passenger_cars,scene_28_6,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,214.64145831489262,214.64145831489262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0
static,0.5,200-400,passenger_cars,scene_28_12,38,1,1,37,2,2,35,0,1,97.36842105263158,5.263157894736842,92.10526315789474,250.6783571335975,381.10379670133005,86.8421052631579,84.21052631578947,9.25,15.0,22.5,31.0,97.36842105263158,0.0,0.0,0.0,0.0,0.0,0.0,5.263157894736842
static,0.5,200-400,passenger_cars,scene_28_18,53,4,1,48,42,37,11,5,0,90.56603773584906,79.24528301886792,11.32075471698113,210.85990809166134,348.83265659385177,84.90566037735849,83.01886792452831,14.0,30.0,35.0,42.800000000000004,75.0,5.660377358490567,0.0,1.0,1.0,2.0,2.0,75.39473684210527
static,0.5,200-400,forward_vehicles,scene_28_1,73,7,1,62,53,48,14,5,6,84.93150684931507,72.6027397260274,12.328767123287665,201.06925163807026,334.8785602315927,80.82191780821918,79.45205479452055,5.0,45.0,74.0,250.39999999999998,75.0,34.24657534246575,12.32876712328767,0.0,2.0,3.0,5.0,65.3764954257565
static,0.5,200-400,forward_vehicles,scene_28_6,48,13,1,35,35,26,9,9,4,72.91666666666666,72.91666666666666,0.0,201.68972383528677,381.0022030069285,68.75,64.58333333333334,0.0,6.0,14.25,34.90000000000001,68.71794871794872,37.5,20.833333333333336,0.0,2.0,4.0,5.300000000000004,75.25641025641025
static,0.5,200-400,forward_vehicles,scene_28_12,189,14,1,174,67,62,112,5,10,92.06349206349206,35.44973544973545,56.61375661375661,200.0481951240057,397.6820703976072,89.94708994708994,88.88888888888889,13.0,54.0,145.0,457.8000000000004,86.0653006141728,19.047619047619047,10.582010582010582,0.0,0.0,2.0,5.0,51.73910049849899
static,0.5,200-400,forward_vehicles,scene_28_18,75,8,1,67,59,52,15,7,1,89.33333333333333,78.66666666666666,10.666666666666668,204.41397427391732,378.5509058889894,81.33333333333333,78.66666666666666,5.5,26.0,35.0,42.0,80.20833333333333,17.333333333333336,8.0,1.0,2.0,2.0,4.0,77.28070175438597
static,0.5,200-400,all,scene_28_1,322,41,1,245,99,88,157,11,66,76.08695652173914,30.745341614906835,45.3416149068323,200.0625118208934,395.366842163772,66.77018633540372,59.62732919254658,1.0,6.0,15.75,52.600000000000136,72.97696206232791,8.385093167701864,2.7950310559006213,0.0,0.0,1.0,2.0,21.587309522549223
static,0.5,200-400,all,scene_28_6,87,17,1,64,48,35,29,13,10,73.5632183908046,55.172413793103445,18.39080459770115,201.54258863542225,381.0022030069285,70.11494252873564,64.36781609195403,0.0,7.0,27.0,46.20000000000002,61.66666666666667,22.988505747126435,11.494252873563218,0.0,1.0,2.0,5.0,55.903361344537814
static,0.5,200-400,all,scene_28_12,455,44,1,355,84,79,276,5,95,78.02197802197803,18.461538461538463,59.56043956043956,200.0481951240057,397.6820703976072,69.23076923076923,63.29670329670329,1.0,9.0,34.0,149.80000000000007,73.82914334469358,9.010989010989011,4.835164835164836,0.0,0.0,0.0,2.0,22.08820419346735
static,0.5,200-400,all,scene_28_18,156,21,1,106,70,62,44,8,42,67.94871794871796,44.871794871794876,23.076923076923077,204.41397427391732,396.194511461061,55.769230769230774,48.717948717948715,0.0,4.0,26.0,38.0,58.65995115995116,8.974358974358974,3.8461538461538463,0.0,0.0,2.0,2.0,35.60632350106034
static,0.5,200-400,all,scene_28_24,23,4,1,5,0,0,5,0,18,21.73913043478261,0.0,21.73913043478261,228.18726066419157,318.0585202283685,8.695652173913043,0.0,0.0,0.0,0.0,1.0,20.352564102564102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,100-150,vehicles,scene_28_1,44,17,1,33,30,27,6,3,8,75.0,68.18181818181817,6.818181818181824,103.25284269759703,149.51235788763145,63.63636363636363,56.81818181818182,0.75,6.0,295.25,450.90000000000015,66.91176470588235,52.27272727272727,50.0,0.0,5.0,9.0,16.700000000000003,44.11764705882353
aligned,0,100-150,vehicles,scene_28_6,142,24,1,134,121,115,19,6,2,94.36619718309859,85.2112676056338,9.154929577464788,100.26475808240477,149.72193380985757,90.84507042253522,86.61971830985915,14.25,73.5,195.75,471.9,94.6626984126984,61.267605633802816,40.140845070422536,1.0,4.0,8.0,23.80000000000001,82.79651675485007
aligned,0,100-150,vehicles,scene_28_12,33,13,1,31,33,31,0,2,0,93.93939393939394,100.0,-6.060606060606055,101.08026907499156,148.2364399300797,93.93939393939394,90.9090909090909,14.0,93.0,623.0,894.4000000000001,94.87179487179486,87.87878787878788,81.81818181818183,6.0,12.0,30.0,35.0,100.0
aligned,0,100-150,vehicles,scene_28_18,90,12,1,88,82,82,6,0,2,97.77777777777777,91.11111111111111,6.666666666666665,100.380581386362,149.6341155859118,92.22222222222223,91.11111111111111,14.0,51.0,126.0,233.1000000000002,95.13888888888889,52.22222222222223,28.888888888888886,2.0,3.0,5.0,7.1000000000000085,85.89181286549707
aligned,0,100-150,passenger_cars,scene_28_1,18,11,1,8,6,4,4,2,8,44.44444444444444,33.33333333333333,11.11111111111111,103.25284269759703,147.2730748425423,22.22222222222222,16.666666666666664,0.0,0.0,1.75,5.300000000000001,50.0,0.0,0.0,0.0,0.0,1.0,2.0,31.818181818181817
aligned,0,100-150,passenger_cars,scene_28_6,16,4,1,16,4,4,12,0,0,100.0,25.0,75.0,101.40321414395491,145.3494149274749,93.75,75.0,7.0,54.0,75.0,89.0,100.0,12.5,0.0,0.0,0.0,0.25,3.0,54.166666666666664
aligned,0,100-150,passenger_cars,scene_28_18,40,7,1,38,34,34,4,0,2,95.0,85.0,9.999999999999998,100.380581386362,149.6341155859118,87.5,85.0,6.75,21.5,47.25,82.40000000000002,91.66666666666666,20.0,5.0,1.0,2.0,2.0,3.1000000000000014,79.76190476190476
aligned,0,100-150,forward_vehicles,scene_28_1,28,7,1,24,27,24,0,3,1,85.71428571428571,96.42857142857143,-10.71428571428572,107.31127707374732,149.51235788763145,78.57142857142857,75.0,4.5,12.0,395.0,535.8000000000001,62.5,78.57142857142857,78.57142857142857,6.0,8.0,11.25,18.3,85.71428571428571
aligned,0,100-150,forward_vehicles,scene_28_6,85,19,1,84,73,72,12,1,0,98.82352941176471,85.88235294117646,12.941176470588244,100.55238789170116,149.72193380985757,95.29411764705881,92.94117647058823,26.0,147.0,368.0,550.8000000000001,97.36842105263158,76.47058823529412,55.294117647058826,3.0,5.0,21.0,26.0,94.34697855750485
aligned,0,100-150,forward_vehicles,scene_28_12,20,8,1,20,20,20,0,0,0,100.0,100.0,0.0,101.08026907499156,148.2364399300797,100.0,95.0,14.0,24.5,737.0,1081.3000000000004,100.0,100.0,100.0,12.75,23.0,33.5,35.1,100.0
aligned,0,100-150,forward_vehicles,scene_28_18,42,11,1,42,40,40,2,0,0,100.0,95.23809523809523,4.761904761904767,100.380581386362,149.6341155859118,95.23809523809523,92.85714285714286,12.0,28.0,49.75,79.99999999999999,100.0,38.095238095238095,23.809523809523807,1.0,2.0,4.0,9.899999999999999,97.72727272727273
aligned,0,100-150,all,scene_28_1,236,54,1,212,48,44,168,4,20,89.83050847457628,20.33898305084746,69.49152542372882,100.01457537159469,149.85105342932135,86.01694915254238,84.32203389830508,9.0,33.5,73.25,109.5,82.65211640211639,9.745762711864407,9.322033898305085,0.0,0.0,0.0,2.0,20.284391534391535
aligned,0,100-150,all,scene_28_6,142,24,1,134,121,115,19,6,2,94.36619718309859,85.2112676056338,9.154929577464788,100.26475808240477,149.72193380985757,90.84507042253522,86.61971830985915,14.25,73.5,195.75,471.9,94.6626984126984,61.267605633802816,40.140845070422536,1.0,4.0,8.0,23.80000000000001,82.79651675485007
aligned,0,100-150,all,scene_28_12,151,35,1,107,36,33,74,3,41,70.86092715231787,23.841059602649008,47.019867549668874,100.07915340275993,149.77802477287503,61.58940397350994,54.966887417218544,0.0,7.0,42.5,215.0,81.94897959183673,19.205298013245034,17.880794701986755,0.0,0.0,0.0,12.0,38.92857142857144
aligned,0,100-150,all,scene_28_18,90,12,1,88,82,82,6,0,2,97.77777777777777,91.11111111111111,6.666666666666665,100.380581386362,149.6341155859118,92.22222222222223,91.11111111111111,14.0,51.0,126.0,233.1000000000002,95.13888888888889,52.22222222222223,28.888888888888886,2.0,3.0,5.0,7.1000000000000085,85.89181286549707
aligned,0,100-150,all,scene_28_24,17,2,1,14,0,0,14,0,3,82.35294117647058,0.0,82.35294117647058,102.0515260064733,112.1430559245427,64.70588235294117,35.294117647058826,2.0,4.0,6.0,9.0,83.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,150-200,vehicles,scene_28_1,115,12,1,94,82,71,23,11,10,81.73913043478261,71.30434782608695,10.43478260869566,150.28445056882035,199.9727196236663,74.78260869565217,70.43478260869566,2.5,16.0,472.5,663.8000000000001,86.25,46.08695652173913,34.78260869565217,0.0,2.0,7.0,12.0,59.36396342162597
aligned,0,150-200,vehicles,scene_28_6,74,22,1,66,51,45,21,6,2,89.1891891891892,68.91891891891892,20.270270270270274,150.2692484722888,198.99440052543983,82.43243243243244,81.08108108108108,8.0,16.0,33.5,99.50000000000001,93.07359307359306,35.13513513513514,17.56756756756757,0.0,1.0,3.0,6.700000000000003,62.8038628038628
aligned,0,150-200,vehicles,scene_28_12,54,18,1,51,43,40,11,3,0,94.44444444444444,79.62962962962963,14.814814814814813,151.37582354922944,199.68700638182082,92.5925925925926,88.88888888888889,9.25,35.5,136.75,372.00000000000017,93.98148148148147,46.2962962962963,37.03703703703704,1.0,2.0,7.5,16.400000000000006,83.33333333333334
aligned,0,150-200,vehicles,scene_28_18,40,13,1,33,19,14,19,5,2,82.5,47.5,35.0,152.30494406940272,199.87630076942094,77.5,72.5,3.75,19.5,30.25,44.60000000000001,73.07692307692307,10.0,7.5,0.0,0.0,1.0,2.1000000000000014,63.942307692307686
aligned,0,150-200,passenger_cars,scene_28_1,15,5,1,12,3,3,9,0,3,80.0,20.0,60.00000000000001,154.03596802110513,198.75333675562098,60.0,60.0,1.0,7.0,72.5,121.4,85.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999996,42.857142857142854
aligned,0,150-200,passenger_cars,scene_28_6,7,4,1,6,4,3,3,1,0,85.71428571428571,57.14285714285714,28.57142857142857,150.5748978242395,195.99622348040978,57.14285714285714,57.14285714285714,1.0,5.0,10.0,13.000000000000002,91.66666666666666,28.57142857142857,0.0,0.0,1.0,2.5,3.0,41.666666666666664
aligned,0,150-200,passenger_cars,scene_28_12,12,1,1,11,6,5,6,1,0,91.66666666666666,50.0,41.666666666666664,165.93708954582632,186.53381818594744,83.33333333333334,66.66666666666666,3.75,8.5,10.25,12.8,91.66666666666666,0.0,0.0,0.0,0.5,1.25,2.0,50.0
aligned,0,150-200,passenger_cars,scene_28_18,30,6,1,25,13,10,15,3,2,83.33333333333334,43.333333333333336,40.0,152.30494406940272,199.87630076942094,80.0,73.33333333333333,4.25,17.5,30.0,34.400000000000006,75.0,3.3333333333333335,3.3333333333333335,0.0,0.0,1.0,2.0,57.98611111111111
aligned,0,150-200,forward_vehicles,scene_28_1,105,8,1,85,79,68,17,11,9,80.95238095238095,75.23809523809524,5.714285714285716,150.28445056882035,199.9727196236663,78.0952380952381,74.28571428571429,4.0,20.0,503.0,683.4000000000002,76.25,49.523809523809526,38.095238095238095,1.0,2.0,7.0,13.200000000000017,68.2126117991056
aligned,0,150-200,forward_vehicles,scene_28_6,25,16,1,22,24,22,0,2,1,88.0,96.0,-7.9999999999999964,150.5748978242395,198.99440052543983,88.0,88.0,12.0,17.0,26.0,31.200000000000003,90.625,72.0,52.0,2.0,5.0,7.0,8.0,96.875
aligned,0,150-200,forward_vehicles,scene_28_12,25,12,1,24,24,23,1,1,0,96.0,96.0,0.0,151.37582354922944,197.3980232445652,96.0,96.0,20.0,61.0,330.0,508.80000000000007,95.83333333333334,80.0,64.0,3.0,8.0,15.0,23.80000000000001,95.83333333333334
aligned,0,150-200,forward_vehicles,scene_28_18,29,10,1,25,16,12,13,4,0,86.20689655172413,55.172413793103445,31.034482758620683,152.30494406940272,199.87630076942094,86.20689655172413,82.75862068965517,12.0,23.0,32.0,45.199999999999996,75.0,13.793103448275861,10.344827586206897,0.0,1.0,2.0,3.3999999999999986,83.125
aligned,0,150-200,all,scene_28_1,256,46,1,227,86,75,152,11,18,88.671875,33.59375,55.078125,150.12315334501665,199.9727196236663,84.765625,80.859375,6.0,17.5,47.0,504.0,91.44927536231883,20.703125,15.625,0.0,0.0,2.0,7.0,17.55146871868503
aligned,0,150-200,all,scene_28_6,74,22,1,66,51,45,21,6,2,89.1891891891892,68.91891891891892,20.270270270270274,150.2692484722888,198.99440052543983,82.43243243243244,81.08108108108108,8.0,16.0,33.5,99.50000000000001,93.07359307359306,35.13513513513514,17.56756756756757,0.0,1.0,3.0,6.700000000000003,62.8038628038628
aligned,0,150-200,all,scene_28_12,160,44,1,130,44,41,89,3,27,81.25,27.500000000000004,53.75,150.3231986970195,199.68700638182082,76.25,66.25,3.0,10.0,33.25,141.29999999999987,84.52922077922078,15.625,12.5,0.0,0.0,1.0,5.099999999999994,34.84848484848485
aligned,0,150-200,all,scene_28_18,52,16,1,42,20,15,27,5,5,80.76923076923077,38.46153846153847,42.30769230769231,150.35048049437566,199.87630076942094,71.15384615384616,65.38461538461539,1.75,14.5,31.25,71.29999999999998,73.4375,7.6923076923076925,5.769230769230769,0.0,0.0,1.0,2.0,53.515625
aligned,0,150-200,all,scene_28_24,9,2,1,8,0,0,8,0,1,88.88888888888889,0.0,88.88888888888889,159.44302771626278,168.72950632582754,55.55555555555556,0.0,2.0,3.0,3.0,4.0,91.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,200-250,vehicles,scene_28_1,48,9,1,37,18,18,19,0,11,77.08333333333334,37.5,39.583333333333336,201.06925163807026,249.9157658332935,70.83333333333334,68.75,1.0,11.0,81.25,481.6,64.68253968253967,8.333333333333332,0.0,0.0,0.0,1.25,2.0,33.45543345543345
aligned,0,200-250,vehicles,scene_28_6,39,15,1,24,23,17,7,6,9,61.53846153846154,58.97435897435898,2.564102564102566,201.54258863542225,249.2167268956506,58.97435897435898,56.41025641025641,0.0,6.0,19.0,39.2,64.28571428571428,23.076923076923077,7.6923076923076925,0.0,1.0,2.0,3.200000000000003,70.95238095238095
aligned,0,200-250,vehicles,scene_28_12,48,17,1,45,38,37,8,1,2,93.75,79.16666666666666,14.583333333333337,200.0481951240057,249.7046674149109,91.66666666666666,91.66666666666666,14.0,44.5,384.75,1268.6000000000008,93.13725490196077,35.41666666666667,18.75,1.0,2.0,3.25,7.300000000000004,71.56862745098039
aligned,0,200-250,vehicles,scene_28_18,38,10,1,33,14,10,23,4,1,86.8421052631579,36.84210526315789,50.0,204.41397427391732,249.60712874363585,84.21052631578947,78.94736842105263,11.0,31.0,38.75,49.0,60.0,18.421052631578945,10.526315789473683,0.0,0.0,1.75,4.6000000000000085,72.57575757575758
aligned,0,200-250,passenger_cars,scene_28_1,22,5,1,18,3,3,15,0,4,81.81818181818183,13.636363636363635,68.18181818181819,201.91332212775274,249.9157658332935,81.81818181818183,77.27272727272727,5.0,20.0,61.5,79.9,55.00000000000001,0.0,0.0,0.0,0.0,0.0,0.9000000000000021,13.076923076923078
aligned,0,200-250,passenger_cars,scene_28_6,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,214.64145831489262,214.64145831489262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0
aligned,0,200-250,passenger_cars,scene_28_18,26,4,1,23,6,3,20,3,0,88.46153846153845,23.076923076923077,65.38461538461537,210.85990809166134,249.60712874363585,88.46153846153845,88.46153846153845,21.25,33.5,41.5,49.0,37.5,0.0,0.0,0.0,0.0,0.0,1.0,77.27272727272727
aligned,0,200-250,forward_vehicles,scene_28_1,41,6,1,33,18,18,15,0,8,80.48780487804879,43.90243902439025,36.585365853658544,201.06925163807026,247.83329383700854,73.17073170731707,73.17073170731707,2.0,25.0,85.0,483.0,76.19047619047619,9.75609756097561,0.0,0.0,0.0,2.0,2.0,50.18315018315018
aligned,0,200-250,forward_vehicles,scene_28_6,19,12,1,14,18,13,1,5,0,73.68421052631578,94.73684210526315,-21.052631578947366,201.68972383528677,242.53808521002244,68.42105263157895,63.1578947368421,0.5,7.0,18.0,32.8,75.0,47.368421052631575,15.789473684210526,1.5,2.0,3.0,5.199999999999999,95.83333333333334
aligned,0,200-250,forward_vehicles,scene_28_12,35,12,1,32,30,29,3,1,2,91.42857142857143,85.71428571428571,5.714285714285716,200.0481951240057,249.7046674149109,91.42857142857143,91.42857142857143,14.5,120.0,522.0,1519.6000000000004,90.27777777777779,42.857142857142854,25.71428571428571,1.0,2.0,5.0,9.200000000000003,84.72222222222221
aligned,0,200-250,forward_vehicles,scene_28_18,33,8,1,29,13,9,20,4,0,87.87878787878788,39.39393939393939,48.484848484848484,204.41397427391732,249.60712874363585,84.84848484848484,84.84848484848484,20.0,32.0,40.0,49.0,56.25,18.181818181818183,12.121212121212121,0.0,0.0,2.0,5.400000000000002,88.63636363636364
aligned,0,200-250,all,scene_28_1,152,40,1,127,20,20,107,0,25,83.55263157894737,13.157894736842104,70.39473684210526,200.0625118208934,249.9157658332935,75.0,66.44736842105263,2.75,11.0,32.0,78.50000000000003,77.88690476190476,2.631578947368421,0.0,0.0,0.0,0.0,1.0,8.777472527472527
aligned,0,200-250,all,scene_28_6,40,16,1,25,23,17,8,6,9,62.5,57.49999999999999,5.000000000000004,201.54258863542225,249.2167268956506,60.0,55.00000000000001,0.0,6.0,19.0,39.1,66.51785714285714,22.5,7.5,0.0,1.0,2.0,3.1000000000000014,66.51785714285714
aligned,0,200-250,all,scene_28_12,143,41,1,107,38,37,70,1,35,74.82517482517483,26.573426573426573,48.25174825174825,200.0481951240057,249.7046674149109,66.43356643356644,57.34265734265735,0.5,7.0,27.0,269.6,75.50522648083623,11.888111888111888,6.293706293706294,0.0,0.0,1.0,3.0,29.67479674796748
aligned,0,200-250,all,scene_28_18,49,14,1,41,15,11,30,4,4,83.6734693877551,30.612244897959183,53.06122448979592,204.41397427391732,249.60712874363585,77.55102040816327,69.38775510204081,3.0,26.0,39.0,51.00000000000003,63.09523809523808,14.285714285714285,8.16326530612245,0.0,0.0,1.0,3.200000000000003,54.22077922077923
aligned,0,200-250,all,scene_28_24,3,1,1,3,0,0,3,0,0,100.0,0.0,100.0,228.18726066419157,232.18225850084806,100.0,100.0,13.0,13.0,15.5,17.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,250-300,vehicles,scene_28_1,50,4,1,41,15,15,26,0,9,82.0,30.0,52.0,250.60822551614362,299.5495255467652,74.0,68.0,2.25,6.0,58.5,91.5,68.5483870967742,0.0,0.0,0.0,0.0,1.0,1.0,30.594758064516125
aligned,0,250-300,vehicles,scene_28_6,29,12,1,21,11,7,14,4,4,72.41379310344827,37.93103448275862,34.48275862068966,251.5283332034967,299.80861071369907,72.41379310344827,58.620689655172406,0.0,6.0,29.0,41.8,63.19444444444444,6.896551724137931,3.4482758620689653,0.0,0.0,1.0,2.0,36.80555555555555
aligned,0,250-300,vehicles,scene_28_12,56,18,1,51,21,18,33,3,2,91.07142857142857,37.5,53.57142857142857,250.0497157484766,297.8225789709488,89.28571428571429,89.28571428571429,11.5,29.0,104.75,465.5,84.25925925925925,10.714285714285714,7.142857142857142,0.0,0.0,1.0,2.5,48.61111111111111
aligned,0,250-300,vehicles,scene_28_18,31,10,1,28,17,15,13,2,1,90.32258064516128,54.83870967741935,35.483870967741936,251.00468974964278,296.62011809559124,90.32258064516128,90.32258064516128,8.5,29.0,35.0,41.0,85.0,3.225806451612903,3.225806451612903,0.0,1.0,1.0,2.0,70.41666666666666
aligned,0,250-300,passenger_cars,scene_28_1,46,3,1,37,14,14,23,0,9,80.43478260869566,30.434782608695656,50.0,250.60822551614362,297.1208104465116,73.91304347826086,67.3913043478261,1.5,6.0,63.75,93.5,57.47126436781609,0.0,0.0,0.0,0.0,1.0,1.0,24.49712643678161
aligned,0,250-300,passenger_cars,scene_28_12,15,1,1,15,0,0,15,0,0,100.0,0.0,100.0,250.6783571335975,297.8225789709488,100.0,100.0,20.0,33.0,38.5,41.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,250-300,passenger_cars,scene_28_18,21,4,1,18,9,7,11,2,1,85.71428571428571,42.857142857142854,42.857142857142854,251.00468974964278,288.0912174576963,85.71428571428571,85.71428571428571,21.0,30.0,36.0,41.0,62.5,0.0,0.0,0.0,0.0,1.0,1.0,59.375
aligned,0,250-300,forward_vehicles,scene_28_1,17,2,1,16,9,9,7,0,1,94.11764705882352,52.94117647058824,41.17647058823529,250.60822551614362,297.1208104465116,94.11764705882352,94.11764705882352,60.0,73.0,96.0,105.60000000000001,50.0,0.0,0.0,0.0,1.0,1.0,1.0,28.125
aligned,0,250-300,forward_vehicles,scene_28_6,18,10,1,11,11,7,4,4,3,61.111111111111114,61.111111111111114,0.0,254.2479486873591,299.80861071369907,61.111111111111114,50.0,0.0,5.0,14.75,36.800000000000004,60.0,11.11111111111111,5.555555555555555,0.0,1.0,1.75,2.6000000000000014,60.0
aligned,0,250-300,forward_vehicles,scene_28_12,46,13,1,41,20,17,24,3,2,89.13043478260869,43.47826086956522,45.65217391304348,250.0497157484766,297.8225789709488,89.13043478260869,89.13043478260869,13.25,36.5,161.75,706.5,78.2051282051282,13.043478260869565,8.695652173913043,0.0,0.0,1.0,3.5,67.3076923076923
aligned,0,250-300,forward_vehicles,scene_28_18,28,8,1,25,16,14,11,2,1,89.28571428571429,57.14285714285714,32.14285714285715,251.00468974964278,296.62011809559124,89.28571428571429,89.28571428571429,9.0,29.5,35.25,41.3,81.25,3.571428571428571,3.571428571428571,0.0,1.0,1.0,2.0,79.6875
aligned,0,250-300,all,scene_28_1,111,24,1,90,15,15,75,0,21,81.08108108108108,13.513513513513514,67.56756756756756,250.2288925344351,299.5495255467652,74.77477477477478,70.27027027027027,2.5,8.0,20.5,66.0,78.78584229390681,0.0,0.0,0.0,0.0,0.0,1.0,5.099126344086021
aligned,0,250-300,all,scene_28_6,29,12,1,21,11,7,14,4,4,72.41379310344827,37.93103448275862,34.48275862068966,251.5283332034967,299.80861071369907,72.41379310344827,58.620689655172406,0.0,6.0,29.0,41.8,63.19444444444444,6.896551724137931,3.4482758620689653,0.0,0.0,1.0,2.0,36.80555555555555
aligned,0,250-300,all,scene_28_12,127,41,1,97,21,18,79,3,27,76.37795275590551,16.535433070866144,59.84251968503936,250.0497157484766,299.7593048037392,63.77952755905512,55.90551181102362,1.0,6.0,27.5,129.80000000000015,71.7479674796748,4.724409448818897,3.149606299212598,0.0,0.0,0.0,1.0,21.341463414634145
aligned,0,250-300,all,scene_28_18,45,15,1,39,18,16,23,2,4,86.66666666666667,40.0,46.666666666666664,251.00468974964278,299.3158594442666,82.22222222222221,75.55555555555556,5.0,11.0,35.0,43.800000000000004,83.88888888888889,2.2222222222222223,2.2222222222222223,0.0,0.0,1.0,1.0,49.16666666666666
aligned,0,250-300,all,scene_28_24,13,1,1,11,0,0,11,0,2,84.61538461538461,0.0,84.61538461538461,260.95070734153353,283.9308657869292,76.92307692307693,53.84615384615385,3.0,5.0,20.0,34.80000000000001,84.61538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,300-400,vehicles,scene_28_1,17,3,1,13,4,4,9,0,4,76.47058823529412,23.52941176470588,52.941176470588225,305.3321725206024,360.39229981232,70.58823529411765,70.58823529411765,1.0,30.0,49.0,87.00000000000001,30.952380952380953,0.0,0.0,0.0,0.0,0.0,1.0,9.523809523809524
aligned,0,300-400,vehicles,scene_28_6,18,8,1,15,4,3,12,1,2,83.33333333333334,22.22222222222222,61.111111111111114,305.0532371864494,381.0022030069285,72.22222222222221,72.22222222222221,2.75,7.0,11.0,21.3,85.41666666666666,11.11111111111111,5.555555555555555,0.0,0.0,0.0,2.3000000000000007,29.166666666666664
aligned,0,300-400,vehicles,scene_28_12,113,14,1,108,8,8,100,0,5,95.57522123893806,7.079646017699115,88.49557522123894,301.1243306220302,397.6820703976072,92.92035398230088,91.1504424778761,16.0,82.0,148.0,203.39999999999995,86.90476190476191,2.6548672566371683,0.8849557522123894,0.0,0.0,0.0,0.0,12.074829931972788
aligned,0,300-400,vehicles,scene_28_18,17,8,1,11,6,2,9,4,2,64.70588235294117,35.294117647058826,29.411764705882355,306.9027708238251,378.5509058889894,58.82352941176471,41.17647058823529,0.0,3.0,6.0,11.4,58.33333333333333,0.0,0.0,0.0,0.0,1.0,1.4000000000000004,39.58333333333333
aligned,0,300-400,passenger_cars,scene_28_1,1,1,1,0,0,0,0,0,1,0.0,0.0,0.0,305.3321725206024,305.3321725206024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,300-400,passenger_cars,scene_28_12,23,1,1,23,0,0,23,0,0,100.0,0.0,100.0,301.1243306220302,381.10379670133005,86.95652173913044,82.6086956521739,7.5,13.0,19.5,23.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
