variant,margin_m,band_m,category,observations,instances,scenes,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m,lidar_ge_3_percent,lidar_ge_5_percent,lidar_points_p25,lidar_points_p50,lidar_points_p75,lidar_points_p90,lidar_equal_track_percent,radar_ge_3_percent,radar_ge_5_percent,radar_points_p25,radar_points_p50,radar_points_p75,radar_points_p90,radar_equal_track_percent
aligned,0,200-400,Vehicle-Trailer,21,3,3,17,10,10,7,0,4,80.95238095238095,47.61904761904761,33.333333333333336,203.3998259724022,353.2660326621931,76.19047619047619,71.42857142857143,3.0,36.0,65.0,164.0,63.33333333333333,19.047619047619047,4.761904761904762,0.0,0.0,1.0,3.0,36.66666666666667
aligned,0.5,100-150,RoadObstruction,4,3,2,4,1,1,3,0,0,100.0,25.0,75.0,124.0458251007249,145.2940934507138,100.0,100.0,11.5,14.5,19.25,23.3,100.0,0.0,0.0,0.0,0.0,0.25,0.7000000000000002,33.33333333333333
aligned,0.5,100-150,RoadObstruction-Barrel,170,33,2,166,125,122,44,3,1,97.6470588235294,73.52941176470588,24.117647058823522,100.01457537159469,149.85105342932135,97.6470588235294,96.47058823529412,24.5,50.0,80.75,98.1,97.67676767676768,12.941176470588237,0.0,0.0,1.0,2.0,3.0,68.41630591630592
aligned,0.5,100-150,TrafficSign,153,28,3,125,50,42,83,8,20,81.69934640522875,32.6797385620915,49.01960784313725,100.07915340275993,149.8043785510788,73.8562091503268,70.58823529411765,2.0,34.0,128.0,336.00000000000006,85.77380952380952,0.6535947712418301,0.0,0.0,0.0,1.0,1.0,35.96371882086167
aligned,0.5,100-150,Vehicle,30,3,2,30,30,30,0,0,0,100.0,100.0,0.0,104.37622497689988,148.91381342419794,100.0,100.0,53.0,88.0,124.5,141.60000000000002,100.0,96.66666666666667,80.0,5.0,7.0,8.0,9.100000000000001,100.0
aligned,0.5,100-150,Vehicle-Other,1,1,1,1,1,1,0,0,0,100.0,100.0,0.0,130.3234563016597,130.3234563016597,0.0,0.0,2.0,2.0,2.0,2.0,100.0,100.0,100.0,11.0,11.0,11.0,11.0,100.0
aligned,0.5,100-150,Vehicle-Passenger,74,22,3,67,58,56,11,2,5,90.54054054054053,78.37837837837837,12.16216216216216,100.380581386362,149.6341155859118,78.37837837837837,71.62162162162163,4.0,17.0,58.75,93.80000000000001,85.22727272727273,56.75675675675676,32.432432432432435,1.0,4.0,5.0,7.0,60.15151515151514
aligned,0.5,100-150,Vehicle-RV,2,1,1,2,2,2,0,0,0,100.0,100.0,0.0,106.64524990446951,133.66667790333872,100.0,100.0,6.0,7.0,8.0,8.6,100.0,100.0,100.0,8.5,11.0,13.5,15.0,100.0
aligned,0.5,100-150,Vehicle-SemiTruck-Cab,87,18,4,81,85,80,1,5,1,93.10344827586206,97.70114942528735,-4.597701149425292,100.63822132308648,147.84398735180793,90.80459770114942,87.35632183908046,12.5,57.0,201.5,296.0,92.42724867724868,89.65517241379311,73.5632183908046,4.0,6.0,9.0,14.0,94.04761904761905
aligned,0.5,100-150,Vehicle-SemiTruck-Trailer,79,18,4,79,79,79,0,0,0,100.0,100.0,0.0,100.26475808240477,149.72193380985757,100.0,98.73417721518987,38.5,124.0,563.5,751.4000000000001,100.0,98.73417721518987,93.67088607594937,11.0,18.0,32.0,40.0,100.0
aligned,0.5,100-150,Vehicle-SingleUnitTruck,20,2,1,20,20,20,0,0,0,100.0,100.0,0.0,107.89679924334742,143.5236124185936,100.0,100.0,135.5,222.0,295.25,340.20000000000005,100.0,95.0,90.0,7.0,8.0,9.25,12.70000000000001,100.0
aligned,0.5,100-150,Vehicle-Trailer,16,4,4,16,16,16,0,0,0,100.0,100.0,0.0,103.27842576703888,148.2364399300797,100.0,100.0,53.5,411.5,897.0,1312.5,100.0,81.25,81.25,6.75,43.0,48.5,52.5,100.0
aligned,0.5,150-200,RoadObstruction,30,11,2,30,10,10,20,0,0,100.0,33.33333333333333,66.66666666666667,150.12315334501665,199.34786625091186,100.0,90.0,8.25,13.0,18.0,27.60000000000001,100.0,6.666666666666667,0.0,0.0,0.0,1.0,1.0,36.36363636363637
aligned,0.5,150-200,RoadObstruction-Barrel,99,29,2,95,49,49,46,0,4,95.95959595959596,49.494949494949495,46.46464646464646,150.18881488316208,199.9384513570718,95.95959595959596,94.94949494949495,17.0,33.0,49.5,61.0,94.82758620689656,1.0101010101010102,0.0,0.0,0.0,1.0,2.0,49.61412151067323
aligned,0.5,150-200,TrafficSign,139,34,4,127,29,28,99,1,11,91.36690647482014,20.863309352517987,70.50359712230215,150.3231986970195,199.70237418425347,87.76978417266187,84.89208633093526,14.0,39.0,91.5,176.60000000000002,92.9341736694678,0.0,0.0,0.0,0.0,0.0,1.0,20.518207282913163
aligned,0.5,150-200,Vehicle,31,5,3,27,28,24,3,4,0,87.09677419354838,90.32258064516128,-3.2258064516129004,150.80024684336743,197.38795765737675,87.09677419354838,80.64516129032258,7.0,16.0,32.0,104.0,93.84615384615384,51.61290322580645,19.35483870967742,1.0,3.0,3.5,5.0,86.92307692307693
aligned,0.5,150-200,Vehicle-Bus,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,177.87542309528652,177.87542309528652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,23.0,23.0,23.0,23.0,100.0
aligned,0.5,150-200,Vehicle-Equipment,2,1,1,2,2,2,0,0,0,100.0,100.0,0.0,163.3873574148229,176.7192198830252,100.0,50.0,4.25,5.5,6.75,7.5,100.0,0.0,0.0,1.25,1.5,1.75,1.9,100.0
aligned,0.5,150-200,Vehicle-Other,2,1,1,2,2,2,0,0,0,100.0,100.0,0.0,158.35541605971324,186.78623020504358,100.0,100.0,23.75,26.5,29.25,30.9,100.0,100.0,100.0,14.5,15.0,15.5,15.8,100.0
aligned,0.5,150-200,Vehicle-Passenger,64,16,4,55,43,37,18,6,3,85.9375,67.1875,18.75,150.5748978242395,199.87630076942094,76.5625,71.875,4.0,11.5,30.0,44.400000000000006,83.85416666666666,20.3125,3.125,0.0,1.0,2.0,3.0,63.206845238095234
aligned,0.5,150-200,Vehicle-RV,2,1,1,2,2,2,0,0,0,100.0,100.0,0.0,161.29842305569787,194.50344195811496,50.0,50.0,4.0,7.0,10.0,11.8,100.0,50.0,50.0,3.0,4.0,5.0,5.6,100.0
aligned,0.5,150-200,Vehicle-SemiTruck-Cab,70,16,4,53,61,50,3,11,6,75.71428571428571,87.14285714285714,-11.428571428571432,150.28445056882035,199.9727196236663,72.85714285714285,65.71428571428571,1.0,8.5,20.5,53.000000000000014,91.92708333333333,67.14285714285714,55.714285714285715,1.25,5.5,8.0,11.100000000000001,88.02083333333333
aligned,0.5,150-200,Vehicle-SemiTruck-Trailer,97,23,4,96,92,91,5,1,0,98.96907216494846,94.84536082474226,4.123711340206193,150.2692484722888,199.71118933728965,97.9381443298969,95.87628865979381,28.0,98.0,600.0,770.6,97.82608695652173,79.38144329896907,62.88659793814433,3.0,7.0,12.0,22.400000000000006,91.04859335038363
aligned,0.5,150-200,Vehicle-SingleUnitTruck,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,180.04087629525,180.04087629525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0
aligned,0.5,150-200,Vehicle-Trailer,13,4,4,13,11,11,2,0,0,100.0,84.61538461538461,15.384615384615385,153.51073085354014,196.30757620340373,92.3076923076923,92.3076923076923,59.0,272.0,418.0,547.4000000000001,100.0,69.23076923076923,61.53846153846154,2.0,13.0,27.0,37.2,75.0
aligned,0.5,200-250,RoadObstruction,33,11,2,28,4,4,24,0,5,84.84848484848484,12.121212121212121,72.72727272727273,200.63495369006688,249.01143860608167,75.75757575757575,63.63636363636363,3.0,5.0,11.0,15.400000000000002,87.12121212121212,0.0,0.0,0.0,0.0,0.0,0.8000000000000007,14.393939393939393
aligned,0.5,200-250,RoadObstruction-Barrel,60,20,2,57,26,26,31,0,3,95.0,43.333333333333336,51.66666666666666,200.0625118208934,249.88406295481,93.33333333333333,90.0,12.75,28.0,33.25,44.1,92.08333333333334,0.0,0.0,0.0,0.0,1.0,2.0,42.08333333333333
aligned,0.5,200-250,TrafficSign,121,34,5,109,14,14,95,0,12,90.08264462809917,11.570247933884298,78.51239669421489,200.46007809898492,249.66868557030105,90.08264462809917,88.42975206611571,12.0,33.0,62.0,112.0,92.22689075630251,0.0,0.0,0.0,0.0,0.0,1.0,10.294117647058822
aligned,0.5,200-250,Vehicle,13,4,2,8,8,4,4,4,1,61.53846153846154,61.53846153846154,0.0,200.92372660649855,245.64094980450042,53.84615384615385,53.84615384615385,0.0,8.0,11.0,26.00000000000001,82.14285714285714,15.384615384615385,0.0,0.0,1.0,2.0,3.6000000000000014,33.92857142857143
aligned,0.5,200-250,Vehicle-Bus,2,1,1,2,2,2,0,0,0,100.0,100.0,0.0,208.79788513686086,239.83276001749218,50.0,50.0,5.5,10.0,14.5,17.2,100.0,100.0,100.0,11.5,12.0,12.5,12.8,100.0
aligned,0.5,200-250,Vehicle-Other,1,1,1,1,1,1,0,0,0,100.0,100.0,0.0,216.1487068441776,216.1487068441776,100.0,100.0,8.0,8.0,8.0,8.0,100.0,100.0,100.0,14.0,14.0,14.0,14.0,100.0
aligned,0.5,200-250,Vehicle-Passenger,49,10,3,43,27,24,19,3,3,87.75510204081633,55.10204081632652,32.6530612244898,201.91332212775274,249.9157658332935,85.71428571428571,85.71428571428571,12.0,33.0,49.0,74.60000000000004,62.5,6.122448979591836,0.0,0.0,1.0,2.0,2.0,59.42307692307692
aligned,0.5,200-250,Vehicle-SemiTruck-Cab,38,13,4,28,30,23,5,7,3,73.68421052631578,78.94736842105263,-5.263157894736848,201.06925163807026,249.6109946061744,63.1578947368421,60.526315789473685,0.25,6.0,18.5,33.800000000000026,77.47252747252747,36.84210526315789,13.157894736842104,1.0,2.0,3.0,5.0,86.26373626373626
aligned,0.5,200-250,Vehicle-SemiTruck-Trailer,59,22,4,53,54,50,3,4,2,89.83050847457628,91.52542372881356,-1.6949152542372836,200.0481951240057,249.7046674149109,89.83050847457628,88.13559322033898,18.0,56.0,542.0,1139.8000000000004,87.87878787878789,62.71186440677966,35.59322033898305,2.0,3.0,5.0,9.0,86.36363636363636
aligned,0.5,200-250,Vehicle-Trailer,11,3,3,10,8,8,2,0,1,90.9090909090909,72.72727272727273,18.181818181818176,203.3998259724022,245.33512423621337,90.9090909090909,90.9090909090909,21.0,67.0,150.0,293.0,83.33333333333334,36.36363636363637,27.27272727272727,0.5,2.0,4.0,6.0,55.55555555555555
aligned,0.5,250-300,RoadObstruction,8,4,2,5,0,0,5,0,3,62.5,0.0,62.5,250.2288925344351,290.93512442165746,62.5,62.5,0.0,6.0,9.0,12.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0.5,250-300,RoadObstruction-Barrel,40,13,1,33,11,11,22,0,7,82.5,27.500000000000004,54.99999999999999,250.28325197553792,296.9769879253048,82.5,80.0,8.0,16.0,21.0,27.1,83.33333333333333,0.0,0.0,0.0,0.0,1.0,1.0,27.564102564102562
aligned,0.5,250-300,TrafficSign,111,32,4,104,9,9,95,0,7,93.69369369369369,8.108108108108109,85.58558558558558,250.22779380742782,299.7593048037392,92.7927927927928,90.990990990991,12.0,25.0,46.5,81.0,94.29086538461537,0.0,0.0,0.0,0.0,0.0,0.0,9.114583333333332
aligned,0.5,250-300,Vehicle,5,2,2,4,1,1,3,0,1,80.0,20.0,60.00000000000001,259.8010621796808,288.67764207435283,80.0,80.0,5.0,7.0,13.0,13.6,83.33333333333333,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,16.666666666666664
aligned,0.5,250-300,Vehicle-Bus,1,1,1,1,1,1,0,0,0,100.0,100.0,0.0,272.29802314717256,272.29802314717256,100.0,100.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,8.0,8.0,8.0,8.0,100.0
aligned,0.5,250-300,Vehicle-Passenger,82,8,3,72,44,43,29,1,9,87.8048780487805,53.65853658536586,34.14634146341463,250.60822551614362,297.8225789709488,85.36585365853658,85.36585365853658,6.5,26.5,43.0,85.60000000000002,77.80172413793103,8.536585365853659,0.0,0.0,1.0,1.0,2.0,64.16846264367815
aligned,0.5,250-300,Vehicle-SemiTruck-Cab,21,12,3,15,13,9,6,4,2,71.42857142857143,61.904761904761905,9.523809523809524,254.2479486873591,294.38766159557423,71.42857142857143,66.66666666666666,0.0,6.0,10.0,14.0,68.05555555555554,14.285714285714285,0.0,0.0,1.0,2.0,3.0,61.11111111111111
aligned,0.5,250-300,Vehicle-SemiTruck-Trailer,49,20,4,46,29,26,20,3,0,93.87755102040816,59.183673469387756,34.693877551020414,250.0497157484766,299.80861071369907,93.87755102040816,87.75510204081633,8.0,33.0,162.0,677.8000000000003,92.5,34.69387755102041,14.285714285714285,0.0,1.0,3.0,5.0,53.75
aligned,0.5,250-300,Vehicle-Trailer,8,3,3,6,3,3,3,0,2,75.0,37.5,37.5,251.11907169379526,293.82702857255254,75.0,75.0,10.5,37.0,44.25,51.6,58.333333333333336,25.0,0.0,0.0,0.0,1.5,3.3,30.555555555555554
aligned,0.5,300-400,RoadObstruction,1,1,1,1,0,0,1,0,0,100.0,0.0,100.0,305.19339503640856,305.19339503640856,100.0,100.0,6.0,6.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0.5,300-400,RoadObstruction-Barrel,39,10,1,35,5,5,30,0,4,89.74358974358975,12.82051282051282,76.92307692307693,304.53595916952185,395.366842163772,84.61538461538461,79.48717948717949,5.0,9.0,14.5,21.200000000000003,90.99999999999999,0.0,0.0,0.0,0.0,0.0,1.0,15.095238095238095
aligned,0.5,300-400,TrafficSign,126,31,4,114,4,4,110,0,12,90.47619047619048,3.1746031746031744,87.3015873015873,301.03319480211303,396.194511461061,88.88888888888889,86.5079365079365,7.0,14.5,23.0,56.0,88.17204301075269,0.0,0.0,0.0,0.0,0.0,0.0,4.608294930875576
aligned,0.5,300-400,Vehicle,9,3,2,7,0,0,7,0,2,77.77777777777779,0.0,77.77777777777779,303.45178706196964,397.6820703976072,77.77777777777779,77.77777777777779,5.0,18.0,55.0,57.0,77.77777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0.5,300-400,Vehicle-Bus,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,311.72504000404615,311.72504000404615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,100.0
aligned,0.5,300-400,Vehicle-Passenger,30,5,3,26,4,1,25,3,1,86.66666666666667,13.333333333333334,73.33333333333334,301.1243306220302,381.10379670133005,83.33333333333334,80.0,6.0,14.0,21.0,26.0,50.0,0.0,0.0,0.0,0.0,0.0,1.1000000000000014,30.869565217391305
aligned,0.5,300-400,Vehicle-SemiTruck-Cab,17,8,3,12,6,5,7,1,4,70.58823529411765,35.294117647058826,35.294117647058826,301.16614732259706,381.0022030069285,64.70588235294117,58.82352941176471,0.0,6.0,11.0,14.200000000000001,77.08333333333333,11.76470588235294,11.76470588235294,0.0,0.0,2.0,3.200000000000001,41.666666666666664
aligned,0.5,300-400,Vehicle-SemiTruck-Trailer,94,16,4,90,11,10,80,1,3,95.74468085106383,11.702127659574469,84.04255319148936,301.3877330693006,397.2940439717045,95.74468085106383,93.61702127659575,23.75,105.5,180.0,281.5000000000002,87.5,5.319148936170213,2.127659574468085,0.0,0.0,0.0,1.0,16.81547619047619
aligned,0.5,300-400,Vehicle-SingleUnitTruck,12,1,1,11,5,5,6,0,1,91.66666666666666,41.66666666666667,49.99999999999999,320.40407644957935,334.0879888175012,91.66666666666666,91.66666666666666,37.0,50.0,72.0,103.50000000000001,91.66666666666666,0.0,0.0,0.0,0.0,1.0,1.9000000000000004,41.66666666666667
aligned,0.5,300-400,Vehicle-Trailer,2,1,1,2,0,0,2,0,0,100.0,0.0,100.0,323.84286928183565,353.2660326621931,50.0,50.0,7.25,13.5,19.75,23.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0.5,200-400,RoadObstruction,42,11,2,34,4,4,30,0,8,80.95238095238095,9.523809523809524,71.42857142857143,200.63495369006688,305.19339503640856,73.80952380952381,64.28571428571429,2.25,5.0,10.5,13.0,85.98484848484848,0.0,0.0,0.0,0.0,0.0,0.0,13.18181818181818
aligned,0.5,200-400,RoadObstruction-Barrel,139,20,2,125,42,42,83,0,14,89.92805755395683,30.215827338129497,59.71223021582733,200.0625118208934,395.366842163772,87.76978417266187,84.17266187050359,8.0,16.0,28.0,34.2,86.37445887445887,0.0,0.0,0.0,0.0,1.0,1.0,29.4239787989788
aligned,0.5,200-400,TrafficSign,358,45,5,327,27,27,300,0,31,91.34078212290503,7.5418994413407825,83.79888268156425,200.46007809898492,396.194511461061,90.5027932960894,88.54748603351955,9.25,23.0,44.75,87.30000000000001,91.34024000690665,0.0,0.0,0.0,0.0,0.0,0.0,5.675145841812509
aligned,0.5,200-400,Vehicle,27,7,3,19,9,5,14,4,4,70.37037037037037,33.33333333333333,37.03703703703704,200.92372660649855,397.6820703976072,66.66666666666666,66.66666666666666,0.0,8.0,16.0,43.60000000000004,85.51020408163265,7.4074074074074066,0.0,0.0,0.0,1.0,2.0,16.53061224489796
aligned,0.5,200-400,Vehicle-Bus,4,1,1,3,4,3,0,1,0,75.0,100.0,-25.0,208.79788513686086,311.72504000404615,50.0,50.0,0.75,3.0,8.5,14.800000000000002,75.0,75.0,75.0,6.5,9.5,11.5,12.4,100.0
aligned,0.5,200-400,Vehicle-Other,1,1,1,1,1,1,0,0,0,100.0,100.0,0.0,216.1487068441776,216.1487068441776,100.0,100.0,8.0,8.0,8.0,8.0,100.0,100.0,100.0,14.0,14.0,14.0,14.0,100.0
aligned,0.5,200-400,Vehicle-Passenger,161,11,4,141,75,68,73,7,13,87.5776397515528,46.58385093167702,40.993788819875775,201.91332212775274,381.10379670133005,85.09316770186336,84.472049689441,7.0,23.0,42.0,72.0,66.15702479338843,6.211180124223603,0.0,0.0,0.0,1.0,2.0,52.264702794318374
aligned,0.5,200-400,Vehicle-SemiTruck-Cab,76,14,4,55,49,37,18,12,9,72.36842105263158,64.47368421052632,7.8947368421052655,201.06925163807026,381.0022030069285,65.78947368421053,61.8421052631579,0.0,6.0,13.0,25.5,72.89115646258502,25.0,9.210526315789473,0.0,1.0,2.25,4.0,61.471088435374156
aligned,0.5,200-400,Vehicle-SemiTruck-Trailer,202,23,4,189,94,86,103,8,5,93.56435643564357,46.53465346534654,47.02970297029703,200.0481951240057,397.2940439717045,93.56435643564357,90.5940594059406,16.0,83.5,198.5,596.3000000000001,88.34368530020703,29.207920792079207,14.85148514851485,0.0,0.0,3.0,5.0,53.975155279503106
aligned,0.5,200-400,Vehicle-SingleUnitTruck,12,1,1,11,5,5,6,0,1,91.66666666666666,41.66666666666667,49.99999999999999,320.40407644957935,334.0879888175012,91.66666666666666,91.66666666666666,37.0,50.0,72.0,103.50000000000001,91.66666666666666,0.0,0.0,0.0,0.0,1.0,1.9000000000000004,41.66666666666667
aligned,0.5,200-400,Vehicle-Trailer,21,3,3,18,11,11,7,0,3,85.71428571428571,52.38095238095239,33.33333333333333,203.3998259724022,353.2660326621931,80.95238095238095,80.95238095238095,14.0,40.0,67.0,178.0,74.44444444444444,28.57142857142857,14.285714285714285,0.0,1.0,3.0,5.0,40.0
