instance_token,category,scene,observations,instances,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m
9778bf3195144683a8924b33c1d863f5,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,5,1,2,0,0,2,0,3,40.0,0.0,40.0,161.342879595906,206.41372385213077
97e42896ffd04aa78316b40ee78ac087,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,1,1,1,0,0,1,0,0,100.0,0.0,100.0,159.54189912045595,159.54189912045595
990ebf8957634407a5a052ff6a42c654,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,1,1,3,0,0,100.0,25.0,75.0,156.57468289839696,214.45757922898864
994a0bbe5b784fabbcca2caeb181c98f,vehicle.trailer,scene-3195e3bfd1de4f9ba82f874790c7856c-15,5,1,5,1,1,4,0,0,100.0,20.0,80.0,160.66606242243827,208.2723526778152
9be864318acd4b59898703bd5ec97123,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,3,0,0,3,0,0,100.0,0.0,100.0,157.56778908647337,197.75434977885536
9c2474ba21d64b7284a302977fee4c3f,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,4,1,4,0,0,4,0,0,100.0,0.0,100.0,156.41345195291728,183.04367090078983
9c46b663fce54b1c8132edd058ad1985,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,158.08608980526154,166.75237671247197
9c7e651a51044c4590cadf2b04266784,static_object.traffic_sign,scene-23160c4bff134cdd86b96ee822b4aca9-14,7,1,6,0,0,6,0,1,85.71428571428571,0.0,85.71428571428571,151.6856149679922,174.79776161292122
9d6a81ea0a9242b990d9029fcc01f2dd,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,1,1,1,0,0,1,0,0,100.0,0.0,100.0,153.24427408370883,153.24427408370883
9da77059682345078b7f519953ec9f10,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,2,1,2,0,0,2,0,0,100.0,0.0,100.0,173.3415109996245,200.2228582047112
9e45350f08794bbbb14c17076af17749,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,1,1,1,0,0,1,0,0,100.0,0.0,100.0,151.49882008067866,151.49882008067866
9e5b811353a24ec7ba2b3ddc3901ce94,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,160.274483865201,176.46481678514002
9eabb36899b84e02a9736129731a5e67,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,5,1,4,0,0,4,0,1,80.0,0.0,80.0,150.2476455327623,214.34982986587644
9f2a62bc40bb450f93b8632289be65e6,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,3,0,0,3,0,0,100.0,0.0,100.0,151.85684548149882,199.30157195353695
9f6c69339b414b27b7b6ed3186c6e9a7,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,155.40514591187807,164.07534609818035
9f95948d2040435bb239e8c7e574248e,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,3,0,0,3,0,0,100.0,0.0,100.0,153.91593170906523,207.7436130006817
a09302a70057491d9c6758291732c5af,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,1,1,1,0,0,1,0,0,100.0,0.0,100.0,152.03473962677614,152.03473962677614
a28644a4c1c54b72b0056e8ba006b140,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,3,3,2,0,0,100.0,60.0,40.0,155.8421493132052,224.1012122044269
a31f93fcca4341039db546cf81296f71,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,3,0,0,3,0,1,75.0,0.0,75.0,185.28591612760283,220.07860710324454
a3badf22149e48e7bcf19e81aafbefc4,static_object.traffic_sign,scene-3195e3bfd1de4f9ba82f874790c7856c-15,6,1,6,1,1,5,0,0,100.0,16.666666666666664,83.33333333333334,154.17904005423117,213.84460800554658
a4a8fdd23e1544adabab77bfdfab67b3,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,2,1,1,0,0,1,0,1,50.0,0.0,50.0,164.97709333357426,168.4619370571583
a580cb9e460941e9980c10fd65e4123d,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,1,0,0,1,0,1,50.0,0.0,50.0,165.80570326133235,174.6386834654577
a5bd735b57154902aa24f5c98025dedb,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,1,1,4,0,0,100.0,20.0,80.0,155.20471654458882,201.6526520879104
a5c931225a7c4fd9a6351380e0cda065,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,1,1,1,0,0,1,0,0,100.0,0.0,100.0,159.05533415391778,159.05533415391778
a70f01523d2144dcac73abe0912e9c02,vehicle.trailer,scene-3195e3bfd1de4f9ba82f874790c7856c-15,6,1,6,1,1,5,0,0,100.0,16.666666666666664,83.33333333333334,167.65500021164527,220.49440028457784
a765a5268f3644728f52a2a68b5fb216,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,12,1,11,2,2,9,0,1,91.66666666666666,16.666666666666664,75.0,154.84345920202057,223.13322066277925
a7edf17158604ae8ac13e9df270573ae,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,5,1,5,0,0,5,0,0,100.0,0.0,100.0,166.1268521541823,221.2232580299334
a864b0e3c0334b8baeb37fbcb367680b,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,2,1,1,0,0,1,0,1,50.0,0.0,50.0,169.13720295680736,185.23943073973035
a86e8171aeca4deabd1d081b66e0a6c0,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,5,1,5,0,0,5,0,0,100.0,0.0,100.0,151.51963759142407,197.57403358537965
a9f773c8419f4b6a95326a0b89170f5a,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,2,2,2,0,0,100.0,50.0,50.0,161.61861959428464,212.32320045644101
aafd38ac88794c0390a05f879a6dbfa9,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,11,1,5,0,0,5,0,6,45.45454545454545,0.0,45.45454545454545,155.56127423123104,223.39715062993918
abd048112cbc40aba3abb774ca3d1c23,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,1,1,0,0,0,0,0,1,0.0,0.0,0.0,165.73668928452662,165.73668928452662
b063f8af15cf43e490d02c44549f3b6d,vehicle.truck,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,3,2,2,1,0,0,100.0,66.66666666666666,33.333333333333336,170.01597472797775,216.78225391054983
b36a787b51de4af68ee0f389c8ae08f4,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,153.17424449580332,205.10572776984935
b380511190ed4aab91945edd16cd273d,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,157.1315489869704,218.1437470556089
b39b1f55f4d54ecb89cf911bd96018c5,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,6,1,5,1,1,4,0,1,83.33333333333334,16.666666666666664,66.66666666666667,157.05056119269236,200.226483654511
b41e1929d06b4acbbb1f5a7b830baa01,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,4,1,4,0,0,4,0,0,100.0,0.0,100.0,205.58932681992337,213.74246367572493
b447a54255a9451aa1e3166d2e182b15,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,7,1,7,0,0,7,0,0,100.0,0.0,100.0,150.36865635021013,165.7407622898433
b463a2f18eec409ea6755436e9d45ff4,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,7,1,7,0,0,7,0,0,100.0,0.0,100.0,152.7044277362002,212.27542191566417
b69f201f5938448d9f670733e906613a,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,3,0,0,3,0,0,100.0,0.0,100.0,170.59690873537727,188.28814113667224
b819d8cbad1e424d94d4cb0ae7bfe1ef,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,5,1,5,2,2,3,0,0,100.0,40.0,60.0,152.0854867688233,202.5188121393321
b847729df6524a0593af38063c8249e5,static_object.traffic_sign,scene-a6a87db5125846bda72ccfc9931ee153-11,1,1,1,0,0,1,0,0,100.0,0.0,100.0,152.6449714039563,152.6449714039563
b85d4f44c16f476fb7d55885450cba4f,vehicle.trailer,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,3,1,1,2,0,0,100.0,33.33333333333333,66.66666666666667,157.35141368183474,207.0098409366789
b85eea4c42d64806ae81fee78393f30e,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,1,0,0,1,0,1,50.0,0.0,50.0,199.01701124971945,207.82995726617386
b8b4b4697b674b94a0869e528410fead,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,2,1,2,0,0,2,0,0,100.0,0.0,100.0,169.45257040421708,196.662608077811
b9249fbad09e448a8dea9c8249b81e03,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,6,1,6,4,4,2,0,0,100.0,66.66666666666666,33.333333333333336,155.61324814939263,216.81847828779644
b939cbd12c064712b585a11336b04d8a,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,0,0,4,0,0,100.0,0.0,100.0,163.2585627968796,213.65913015769874
b95f71e3b1be4b3d807a246f0f8d5784,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,2,1,1,0,0,1,0,1,50.0,0.0,50.0,155.8020064817328,180.8970995507476
b96a836733eb4431a1e247c038a60926,vehicle.bus.rigid,scene-fb64d203d417452f830ca73efed80c41-11,2,1,1,0,0,1,0,1,50.0,0.0,50.0,213.3461358289945,220.78214850317624
bafa6e48bd6c45f79402eecea47509cb,vehicle.trailer,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,4,1,4,2,2,2,0,0,100.0,50.0,50.0,161.59845976298354,211.16608112020643
bc5adedbece24362887183368ac80b90,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,1,1,1,1,1,0,0,0,100.0,100.0,0.0,156.0821170696567,156.0821170696567
bcaf9b1751864e318427ee520d98342a,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,0,0,4,0,0,100.0,0.0,100.0,154.57339446559936,180.9890075137854
bcf2b173ffe6469986d72b39fa5406c0,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,1,1,3,0,0,100.0,25.0,75.0,154.89860701343468,205.65437153942415
bd6709c416224c6bb4bdf6b5308110cc,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,12,1,8,4,3,5,1,3,66.66666666666666,33.33333333333333,33.33333333333333,150.39757301764786,196.32936139470456
bdbaf7082a7b43d881528f9c9f3af142,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,0,0,5,0,0,100.0,0.0,100.0,153.26794127070625,188.73117051785127
bdc63ea4d414477daa7c92d6294b5522,static_object.traffic_sign,scene-23160c4bff134cdd86b96ee822b4aca9-14,4,1,4,1,1,3,0,0,100.0,25.0,75.0,151.139258901804,155.2507732389386
bde2ac27de9d462ea3e6f9b636b0d5b5,vehicle.truck,scene-b201f6e737e34c2d87830fc1e2911516-6,2,1,2,1,1,1,0,0,100.0,50.0,50.0,162.64251007908618,178.0749247604424
bf14b3c9011f4c8689e992bb4c2031a7,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,6,1,6,5,5,1,0,0,100.0,83.33333333333334,16.666666666666664,150.29339473389675,153.47087359061962
bf64ede2ed614b7a961110329d366150,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,1,1,1,1,1,0,0,0,100.0,100.0,0.0,154.8026948744988,154.8026948744988
bfcb7149257b44888fd37ce4e5716b98,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,156.80388457617246,165.52185791644078
c060a4a8ea034485b41ddc47bfc8a4a1,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,3,0,0,3,0,0,100.0,0.0,100.0,153.55325650699442,170.70448604400738
c111b93a9eb84e2dbb1d11ee06f2e2f3,vehicle.trailer,scene-b201f6e737e34c2d87830fc1e2911516-6,1,1,1,0,0,1,0,0,100.0,0.0,100.0,152.4280856885395,152.4280856885395
c25eeba9dc35435e82d58f643c470ea2,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,2,2,2,0,0,100.0,50.0,50.0,154.96682657153255,207.34951803196356
c31fd21d9c744d2ba876d7bc29c7a0ae,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,39,1,38,4,4,34,0,1,97.43589743589743,10.256410256410255,87.17948717948718,163.16361003950865,194.28142452167904
c3fa1db93a60406a9f90f70f9a938951,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,2,1,0,0,0,0,0,2,0.0,0.0,0.0,150.62869747423957,154.16612789647144
c3fe51e3af8641d5987f3c882add07bf,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,4,1,3,1,1,2,0,1,75.0,25.0,50.0,160.47679328264095,206.32927521494227
c5bfd518808141c193e806abccc99f70,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,2,1,2,0,0,2,0,0,100.0,0.0,100.0,162.28908873790533,199.4973145684341
c66e2d4629a3473a92fca6570437ec52,vehicle.truck,scene-b201f6e737e34c2d87830fc1e2911516-6,39,1,37,8,8,29,0,2,94.87179487179486,20.51282051282051,74.35897435897436,150.5643016482657,220.1406709046173
c7d88afea6a34d78a685af06a713fe9b,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,3,1,3,0,0,3,0,0,100.0,0.0,100.0,151.93416883344923,161.87684960468889
c7fbc17d834f4b8a938a32a6206501f5,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,9,1,9,0,0,9,0,0,100.0,0.0,100.0,167.05828650949854,211.8711292273909
c8de269dd96643a09b83e26ee1f302fa,static_object.traffic_sign,scene-b201f6e737e34c2d87830fc1e2911516-6,16,1,16,9,9,7,0,0,100.0,56.25,43.75,150.84128841937456,196.39970009312492
c9522e2dc9ed4137b57c86c03f7983e3,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,7,1,7,0,0,7,0,0,100.0,0.0,100.0,157.22936291242402,209.4991780701728
ca0fa5f2836a43ec98c388ac07573b2a,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,12,1,12,2,2,10,0,0,100.0,16.666666666666664,83.33333333333334,152.51241817624523,211.59491620421502
cad019c492d846dcb736a7bb436df533,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,5,1,5,0,0,5,0,0,100.0,0.0,100.0,157.80715167002333,207.1309825404317
cb18d0b2bb624229a0c6d98ac04d4ea0,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,2,1,2,0,0,2,0,0,100.0,0.0,100.0,166.7397203965525,198.29107547967945
cb766484417941669e81c22215ba56cd,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,5,1,5,0,0,5,0,0,100.0,0.0,100.0,159.3740056174369,207.95787215641232
cb9c907259e44845b4337c4a0677c381,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,1,1,1,0,0,1,0,0,100.0,0.0,100.0,151.88475435655218,151.88475435655218
cc7844ebfd254766842287e23acc5bd8,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,4,1,4,1,1,3,0,0,100.0,25.0,75.0,159.10822121590687,162.1567823935627
cd09c424cd514894bfa5b189113de258,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,6,1,6,0,0,6,0,0,100.0,0.0,100.0,150.73907420143024,156.8541007174992
cd1a8fd80b6b442a8e0a63775a5cb5d1,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,3,1,3,0,0,3,0,0,100.0,0.0,100.0,172.34354102943405,208.43723504634025
cf885a770684417cb43949264a6be95f,static_object.traffic_sign,scene-23160c4bff134cdd86b96ee822b4aca9-14,19,1,19,0,0,19,0,0,100.0,0.0,100.0,150.8804834757492,189.0507519422306
d11b66defb2b48e995f4a9c86cd134fe,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,1,1,1,0,0,1,0,0,100.0,0.0,100.0,170.4516546881152,170.4516546881152
d1bf4b0492614aec90a4f55292197af5,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,2,1,2,0,0,2,0,0,100.0,0.0,100.0,170.7942292746251,198.9291072898518
d2fad42dd8684824a9e0d36ee819985a,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,6,1,6,0,0,6,0,0,100.0,0.0,100.0,156.6866629312496,205.18573164035772
d326c98002ad4c32825802a302f661d2,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,4,1,4,0,0,4,0,0,100.0,0.0,100.0,151.92488680139104,162.72283185716498
d37a1caca086465b81ec18dd46fbf25b,human.pedestrian.construction_worker,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,0,0,5,0,0,100.0,0.0,100.0,163.26614617944938,203.2730878939659
d3ce0325bafc40639d21a3fb5b2a1792,static_object.traffic_sign,scene-23160c4bff134cdd86b96ee822b4aca9-14,8,1,8,0,0,8,0,0,100.0,0.0,100.0,150.3616986879811,168.58800323265692
d48d905bb0ea4d5ba1575051d824bc6f,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,4,0,0,4,0,1,80.0,0.0,80.0,150.73653856149804,221.27168726989953
d54855ad23204ce18abb871f3dd9606c,static_object.traffic_sign,scene-3195e3bfd1de4f9ba82f874790c7856c-15,8,1,7,0,0,7,0,1,87.5,0.0,87.5,152.44615040149748,204.45984707306565
d6be1e34b4ff497ebe6f970bd4fb1108,vehicle.truck,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,3,0,0,3,0,0,100.0,0.0,100.0,157.11789198264302,204.3085863506269
d6f1014e3fb44c6b9ac4b7f86def56ab,static_object.traffic_sign,scene-fb64d203d417452f830ca73efed80c41-11,32,1,32,21,21,11,0,0,100.0,65.625,34.375,152.00347694345078,183.52766010582786
d797f984288c43d48ccd0152d309e80c,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,2,2,2,0,0,100.0,50.0,50.0,161.8145310024398,213.3143320882725
d7adf867783948b493c5c163e3f896cc,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,3,1,3,0,0,3,0,0,100.0,0.0,100.0,175.11826388706322,199.83819887899645
d8a5676c9540409faad375d5bd8f55e4,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,14,1,14,3,3,11,0,0,100.0,21.428571428571427,78.57142857142857,191.14753223067572,226.84401081084647
d93725bcbea74c918d97d12e4624db38,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,9,1,8,0,0,8,0,1,88.88888888888889,0.0,88.88888888888889,152.5048594150667,191.66849425187525
d9987c1c6804417bbe423b1c14de639f,static_object.traffic_sign,scene-23160c4bff134cdd86b96ee822b4aca9-14,5,1,3,0,0,3,0,2,60.0,0.0,60.0,150.47561746680526,156.81895954291483
da0ebb2af23d4f0298f906ce34e0aced,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,21,1,20,6,6,14,0,1,95.23809523809523,28.57142857142857,66.66666666666666,150.13584672053514,154.0791183945715
dae8ca838fb1409bb057ab941ffe4c06,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,7,1,1,0,0,1,0,6,14.285714285714285,0.0,14.285714285714285,151.16262815799692,205.11936660140123
db6ecc2637ae423480ee949331ab4ed0,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,2,1,1,0,0,1,0,1,50.0,0.0,50.0,168.6548698974549,192.74148278469278
db8e02767d8d4075882ab3f6c3b5fbf4,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,4,1,4,0,0,4,0,0,100.0,0.0,100.0,161.2393027960046,204.79789353696523
dbdd7f008e394c6b8883c1b68a4c0e3e,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,8,1,8,0,0,8,0,0,100.0,0.0,100.0,156.7938949018437,218.85683497045713
dc13dac528a34a10b9504720d3ac0bed,vehicle.truck,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,3,1,3,2,2,1,0,0,100.0,66.66666666666666,33.333333333333336,156.31398108874805,214.5378194879678
de26819cddc44252b45ea73836a89f0e,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,1,1,1,0,0,1,0,0,100.0,0.0,100.0,192.54580786463194,192.54580786463194
ded885319dcb434c88a2bbb6ffe90394,vehicle.truck,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,2,1,2,1,1,1,0,0,100.0,50.0,50.0,199.91605376392064,223.7263289457809
e0400a2e231d494faa54bf13b774a07c,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,3,1,3,0,0,3,0,0,100.0,0.0,100.0,153.89117380062646,170.21914324725674
e06eebd3545845b487729f0b1bc0624c,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,155.00644807495055,163.38797940968928
e093f5d6026f4fb58cf38feefb4352e4,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,4,1,4,0,0,4,0,0,100.0,0.0,100.0,154.6588016681148,215.15656509012416
e1ad5fb037a740668c84ce6e6277ab6e,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,8,1,8,0,0,8,0,0,100.0,0.0,100.0,157.19164120016816,216.19287612057187
e2908202f94140d8a0bf1e51039fc237,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,6,1,5,0,0,5,0,1,83.33333333333334,0.0,83.33333333333334,156.56025035919004,219.60129999178196
e2c8d69ec7ae4d25b920e11155060e5f,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,3,0,0,3,0,0,100.0,0.0,100.0,159.6980122239156,211.77669719258049
e43028b21a4444a1a88f10c09e9d137a,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,3,3,1,0,0,100.0,75.0,25.0,152.64808255687277,179.9659061135396
e48c86014e384366a0e822883524ae13,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,0,0,4,0,0,100.0,0.0,100.0,159.1381808582787,203.8038645734202
e542eabd2f0e437390bbe837db4cf7fa,vehicle.bus.rigid,scene-3195e3bfd1de4f9ba82f874790c7856c-15,6,1,6,6,6,0,0,0,100.0,100.0,0.0,151.5436810777764,161.98054785121653
e5da9e06ebb4439d871a95f5a316c477,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,2,1,1,1,0,1,66.66666666666666,33.33333333333333,33.33333333333333,161.45438955620384,196.63541340979327
e7165e437be8460aa61eeb3b855456cb,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,160.84519516726868,181.7625654451595
e855e286df2b4e68843c92908bcecfa4,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,6,1,5,0,0,5,0,1,83.33333333333334,0.0,83.33333333333334,155.99409893141717,216.61662209727342
e8667397de71466f914933d5bfd4456d,vehicle.trailer,scene-3195e3bfd1de4f9ba82f874790c7856c-15,4,1,4,2,2,2,0,0,100.0,50.0,50.0,152.21689258403308,208.00411675744456
e989af5399d74ebbab35d291214ad8b9,static_object.traffic_sign,scene-3195e3bfd1de4f9ba82f874790c7856c-15,6,1,6,0,0,6,0,0,100.0,0.0,100.0,154.6201544553394,213.09409541869883
ea23f1c56ddb4a6cbeb8d1eac19b538a,static_object.traffic_sign,scene-3195e3bfd1de4f9ba82f874790c7856c-15,5,1,5,0,0,5,0,0,100.0,0.0,100.0,159.89081449201942,206.4423534831154
eb5882c15fa8416a8e00edb0fa1abcf8,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,6,1,6,0,0,6,0,0,100.0,0.0,100.0,172.79786088882577,214.78706097094687
eb5fc520a0144666964bd460ae14af98,vehicle.truck,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,3,1,1,2,0,0,100.0,33.33333333333333,66.66666666666667,163.69906319947398,210.01335308047751
eb766998bf41425194b16f6dd091dc47,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,3,0,0,3,0,0,100.0,0.0,100.0,172.62985623603456,217.5675330928526
eb9cc4da1b6e414fb70a716e68d20967,vehicle.truck,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,3,0,0,3,0,0,100.0,0.0,100.0,172.8768628877001,221.69821694404587
ec0c313f497d4818b9812016fc3c89fa,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,4,1,1,2,1,0,1,2,25.0,50.0,-25.0,154.05306244515114,192.3037493839921
ec1c934a2fc147b7b674163d66409113,static_object.traffic_sign,scene-23160c4bff134cdd86b96ee822b4aca9-14,2,1,2,1,1,1,0,0,100.0,50.0,50.0,150.19705164283286,152.80339228707757
ec504fe631c1443f83afe2fd9d73a7ad,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,4,1,4,0,0,4,0,0,100.0,0.0,100.0,171.5778764792766,172.33931174859296
ece2cb0e0fe54e36a1385e58fadd6ed8,vehicle.trailer,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,3,1,2,0,0,2,0,1,66.66666666666666,0.0,66.66666666666666,166.22981691022085,214.77470771153978
ece88ed1d0a047f4af60e06125d5effd,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,0,0,5,0,0,100.0,0.0,100.0,153.8966039426197,189.2758414311854
ecf08eb8f3ad447f98d1d8fd64d05590,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,2,1,2,0,0,2,0,0,100.0,0.0,100.0,187.39180065631908,187.47886777512431
ed674029ef5a4354a99b90386047bc6c,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,3,0,0,3,0,1,75.0,0.0,75.0,151.79279376226484,178.29996982080456
edb40f2a20984a16a52dc56a5116a6d8,vehicle.bus.rigid,scene-b201f6e737e34c2d87830fc1e2911516-6,9,1,7,3,3,4,0,2,77.77777777777779,33.33333333333333,44.44444444444445,150.73989756634435,217.26247400908738
ee4da6c083f344f2bc0580e5c453d348,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,7,1,7,3,3,4,0,0,100.0,42.857142857142854,57.14285714285714,163.96413877965705,214.8346594674586
ef2a70d11f4041228f2efd05a1da73be,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,2,2,3,0,0,100.0,40.0,60.0,151.35160821348063,219.03701310833242
ef6b679100b94e908c48eaec0f768cdf,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,3,1,3,0,0,3,0,0,100.0,0.0,100.0,151.28065400104148,164.34667667380918
