dataset,variant,margin_m,near_band,far_band,track,scene,category,near_observations,far_observations,lidar_near_percent,lidar_far_percent,lidar_far_minus_near_pp,radar_near_percent,radar_far_percent,radar_far_minus_near_pp
TruckScenes,paired,0.5,0-50,50-100,scene-a6a87db5125846bda72ccfc9931ee153-11:e71ad7cd130e4e058ee97a4cea1ca0c4,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,24,4,100.0,100.0,0.0,33.33333333333333,0.0,-33.33333333333333
TruckScenes,paired,0.5,0-50,50-100,scene-a6a87db5125846bda72ccfc9931ee153-11:ea989fcf1af6498085a32a1527cc7a0a,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,28,11,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-a6a87db5125846bda72ccfc9931ee153-11:ee3b1579055741f7b1f38bc5b0c07e42,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,11,18,100.0,100.0,0.0,100.0,11.11111111111111,-88.88888888888889
TruckScenes,paired,0.5,0-50,50-100,scene-a6a87db5125846bda72ccfc9931ee153-11:ef114849be394f78be2afd3d47fc0724,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,19,17,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-a6a87db5125846bda72ccfc9931ee153-11:f115eac6b15e406ba5093bc2dea5e1b4,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,9,17,100.0,100.0,0.0,100.0,94.11764705882352,-5.882352941176472
TruckScenes,paired,0.5,0-50,50-100,scene-a6a87db5125846bda72ccfc9931ee153-11:f17af8cdefc34e4e9caeb66407eb8c8e,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,15,3,93.33333333333333,100.0,6.666666666666665,80.0,100.0,19.999999999999996
TruckScenes,paired,0.5,0-50,50-100,scene-a6a87db5125846bda72ccfc9931ee153-11:f1dd141df40f4bcea0df8deb9d1b7a56,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,5,14,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-a6a87db5125846bda72ccfc9931ee153-11:fa2c188c9d71494796d064becf9a50cf,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.truck,8,15,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-a6a87db5125846bda72ccfc9931ee153-11:fcda867ce7fe4973acbe55be185cebb7,scene-a6a87db5125846bda72ccfc9931ee153-11,human.pedestrian.adult,25,12,100.0,100.0,0.0,76.0,41.66666666666667,-34.333333333333336
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:01a56c8cd5ab4b8cb0b9e5303a406be8,scene-b13542304b244af585a646082c57a079-1,vehicle.car,4,21,100.0,100.0,0.0,75.0,57.14285714285714,-17.85714285714286
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:0918b819c00d401e9b9f0c2d3c7c2722,scene-b13542304b244af585a646082c57a079-1,static_object.traffic_sign,31,5,100.0,100.0,0.0,90.32258064516128,100.0,9.677419354838712
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:0c948cb49ba04e51b79c4c390aa347b5,scene-b13542304b244af585a646082c57a079-1,vehicle.car,11,23,100.0,100.0,0.0,100.0,78.26086956521739,-21.739130434782606
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:0d90bba9194a47aaadd1e40b23c39a8e,scene-b13542304b244af585a646082c57a079-1,static_object.traffic_sign,33,6,100.0,100.0,0.0,84.84848484848484,100.0,15.151515151515149
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:0edaae7e392c420da7603aca79bc21f1,scene-b13542304b244af585a646082c57a079-1,vehicle.car,37,2,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:113d2e278fc742aa8cbcbbd13d195f77,scene-b13542304b244af585a646082c57a079-1,vehicle.bus.rigid,29,9,100.0,100.0,0.0,79.3103448275862,100.0,20.68965517241379
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:1a061f3d7a414393830812f1f627e8cb,scene-b13542304b244af585a646082c57a079-1,vehicle.bus.rigid,35,4,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:216fd4fa49df42c183beffde8c497a2c,scene-b13542304b244af585a646082c57a079-1,human.pedestrian.adult,24,3,100.0,100.0,0.0,91.66666666666666,100.0,8.333333333333337
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:27d51e7eda2c4882accf00dd31e5c1dd,scene-b13542304b244af585a646082c57a079-1,vehicle.car,6,20,100.0,100.0,0.0,66.66666666666666,30.0,-36.666666666666664
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:288fe62997ac4f20881178104ba1e4fd,scene-b13542304b244af585a646082c57a079-1,human.pedestrian.adult,11,4,100.0,100.0,0.0,72.72727272727273,100.0,27.27272727272727
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:32a9c22b684b44a083dffab82cde619f,scene-b13542304b244af585a646082c57a079-1,vehicle.car,9,27,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:528cd92d95c640129913fd20643471d3,scene-b13542304b244af585a646082c57a079-1,vehicle.truck,21,17,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:61367e214a6143db8068cba9e822503c,scene-b13542304b244af585a646082c57a079-1,vehicle.car,26,10,100.0,100.0,0.0,96.15384615384616,90.0,-6.153846153846154
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:671d5fd731654aeb884a1de07c065fc7,scene-b13542304b244af585a646082c57a079-1,human.pedestrian.adult,25,11,100.0,100.0,0.0,60.0,63.63636363636363,3.6363636363636376
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:74156bc6cf1a437d8779d8ddcfd40fbf,scene-b13542304b244af585a646082c57a079-1,vehicle.truck,23,14,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:767f6e7dcb5c41e9b256cfa48301040e,scene-b13542304b244af585a646082c57a079-1,vehicle.bus.rigid,24,3,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:7edc39c2de6641578e4f8e79cda36bfc,scene-b13542304b244af585a646082c57a079-1,human.pedestrian.adult,29,3,100.0,100.0,0.0,79.3103448275862,66.66666666666666,-12.643678160919547
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:82137db3406640b6afa2878e04c085aa,scene-b13542304b244af585a646082c57a079-1,vehicle.car,8,6,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:83dd46e1e5b045c991cf33119a65104f,scene-b13542304b244af585a646082c57a079-1,static_object.traffic_sign,32,2,100.0,100.0,0.0,68.75,50.0,-18.75
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:8666567bd00d459c9c82fc1f429ffcbb,scene-b13542304b244af585a646082c57a079-1,vehicle.bus.rigid,31,4,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:8840b29db33741aba49884564fa54d92,scene-b13542304b244af585a646082c57a079-1,static_object.traffic_sign,19,10,100.0,100.0,0.0,52.63157894736842,0.0,-52.63157894736842
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:8ae517509a44489b85a122685b48b819,scene-b13542304b244af585a646082c57a079-1,static_object.traffic_sign,32,1,100.0,100.0,0.0,65.625,100.0,34.375
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:8bfd5e8d84194f0da214e26b9c116223,scene-b13542304b244af585a646082c57a079-1,vehicle.car,8,7,100.0,100.0,0.0,62.5,85.71428571428571,23.214285714285708
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:9178b33eb762491f9660f2aa6e199ee0,scene-b13542304b244af585a646082c57a079-1,vehicle.car,20,14,100.0,100.0,0.0,100.0,92.85714285714286,-7.14285714285714
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:92f457a72f594607ba3035b57e8014b9,scene-b13542304b244af585a646082c57a079-1,vehicle.bicycle,18,4,100.0,100.0,0.0,83.33333333333334,0.0,-83.33333333333334
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:a0ca472ef1174b97b2215bf479223213,scene-b13542304b244af585a646082c57a079-1,vehicle.truck,12,12,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:a3ecfb5c19f9440a833e77357ca8a141,scene-b13542304b244af585a646082c57a079-1,static_object.traffic_sign,23,16,100.0,100.0,0.0,43.47826086956522,12.5,-30.978260869565215
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:b8d6cf5ec2474f74936fe6312f33a4dd,scene-b13542304b244af585a646082c57a079-1,human.pedestrian.adult,32,5,100.0,100.0,0.0,81.25,100.0,18.75
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:ba07b019117444e4ad4c0bc55281d06a,scene-b13542304b244af585a646082c57a079-1,vehicle.car,20,14,100.0,100.0,0.0,95.0,78.57142857142857,-16.428571428571427
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:bba533f262894f33bc19acecb5216854,scene-b13542304b244af585a646082c57a079-1,vehicle.car,14,7,100.0,100.0,0.0,85.71428571428571,85.71428571428571,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:bd6bc713fbb84e9a8fab5f9d12fe18b3,scene-b13542304b244af585a646082c57a079-1,vehicle.car,2,2,100.0,100.0,0.0,0.0,50.0,50.0
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:bead9c85251b4b4e954d8a2799d91b79,scene-b13542304b244af585a646082c57a079-1,static_object.traffic_sign,23,14,100.0,100.0,0.0,91.30434782608695,0.0,-91.30434782608695
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:bed8a01f698c43fe807399d19eaa5c03,scene-b13542304b244af585a646082c57a079-1,vehicle.car,16,14,100.0,100.0,0.0,62.5,78.57142857142857,16.07142857142857
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:c94f3881f24942699d2677c62edc1a27,scene-b13542304b244af585a646082c57a079-1,vehicle.bus.rigid,23,15,100.0,100.0,0.0,91.30434782608695,80.0,-11.304347826086946
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:cfa89bfd0a134fe9aef6c19fb7a52796,scene-b13542304b244af585a646082c57a079-1,static_object.traffic_sign,37,2,100.0,100.0,0.0,86.48648648648648,100.0,13.513513513513509
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:d52cd272794a4b69896e5838d8e02056,scene-b13542304b244af585a646082c57a079-1,vehicle.car,5,17,100.0,100.0,0.0,20.0,58.82352941176471,38.82352941176471
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:e39f2ab0d43044f39f257a3a46437700,scene-b13542304b244af585a646082c57a079-1,vehicle.car,17,15,100.0,100.0,0.0,100.0,93.33333333333333,-6.666666666666665
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:e6826e9b087447fe821fd2ef0438464e,scene-b13542304b244af585a646082c57a079-1,vehicle.car,14,20,100.0,100.0,0.0,100.0,70.0,-30.000000000000004
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:e6daadc294354256bc061679d2cf8551,scene-b13542304b244af585a646082c57a079-1,vehicle.bus.rigid,33,5,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:ee6a983340b54a9a8166ddc1e4cd5876,scene-b13542304b244af585a646082c57a079-1,vehicle.car,6,17,100.0,100.0,0.0,100.0,52.94117647058824,-47.05882352941176
TruckScenes,paired,0.5,0-50,50-100,scene-b13542304b244af585a646082c57a079-1:f95a8b0a3f614dec87f59d537d57caa8,scene-b13542304b244af585a646082c57a079-1,vehicle.car,7,22,100.0,100.0,0.0,71.42857142857143,86.36363636363636,14.935064935064934
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:056103356e1a45959af65aaa85ac3da0,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,3,7,100.0,100.0,0.0,66.66666666666666,42.857142857142854,-23.809523809523807
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:0a128df0bef94cf69eb33b3075ddb710,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,32,7,100.0,100.0,0.0,93.75,100.0,6.25
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:0da98c916cf84789b9b8cd33eb197d26,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,3,4,100.0,100.0,0.0,33.33333333333333,50.0,16.666666666666668
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:0f899343365e4064b43fe3972ea21af1,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,4,15,100.0,100.0,0.0,75.0,80.0,5.000000000000004
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:1224f7a1115b4dbaa98e80f9141972dd,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,3,21,100.0,100.0,0.0,100.0,80.95238095238095,-19.047619047619047
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:18855dbcb33649bea8971e6677ec5e7c,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,5,5,100.0,100.0,0.0,80.0,80.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:2804c33d7da34221afeee9f1d6f72a1c,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,4,5,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:3072746101794e748a08eeab5afa2179,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,3,8,100.0,100.0,0.0,66.66666666666666,100.0,33.333333333333336
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:32733368b2654bd3816d201b4a39fab6,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,8,28,100.0,100.0,0.0,87.5,100.0,12.5
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:32c2e8f716b2442cb134a4f1387e4c4d,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,4,4,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:468ac17c10ef4e36bfb1ff4d5531bfc1,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,4,5,100.0,100.0,0.0,75.0,80.0,5.000000000000004
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:571796da7afb442b84cfae84b15e5cd9,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.trailer,18,20,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:58c93181e36b4cd38f2f930ad304d72a,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,20,19,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:5bae78e47353444f955356771f6a2de5,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,9,14,100.0,100.0,0.0,100.0,71.42857142857143,-28.57142857142857
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:5dbb39d5b88845a1a8b4427f78fa9d7d,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,23,16,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:6d36b8dfeede446ca55a733864fa6d40,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,36,3,100.0,100.0,0.0,97.22222222222221,100.0,2.777777777777779
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:6f89861e0a564ce281529b009d34a9d0,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,28,11,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:7bfb5dcb22e548e4a84c4ef368679cd6,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,35,4,100.0,100.0,0.0,97.14285714285714,100.0,2.857142857142858
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:88ce77bb2ff143d0be1fd26f319e0334,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,9,15,100.0,100.0,0.0,22.22222222222222,33.33333333333333,11.11111111111111
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:89ff8ea8db3946118d6cdf94ccdf324c,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.trailer,4,11,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:8cfa81276da54bb1aa6a843542ec5d02,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,37,2,100.0,100.0,0.0,94.5945945945946,100.0,5.405405405405405
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:8db50e9cd9194b0dbae50cefb6b6e463,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,28,11,100.0,100.0,0.0,96.42857142857143,100.0,3.57142857142857
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:9227309e03a24f07a8ab743e36702fd3,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,10,29,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:9536c3c558df4fe29b11d137fa0d6a13,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,2,4,100.0,100.0,0.0,50.0,75.0,25.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:968e1824bfe54da09dafa8dc4e56ccf4,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,4,6,100.0,100.0,0.0,75.0,100.0,25.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:9778bf3195144683a8924b33c1d863f5,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,1,9,100.0,100.0,0.0,100.0,77.77777777777779,-22.22222222222222
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:99416ca6f81940b69f398984cf0f9623,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,4,5,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:9e7a2f10542c4ca4b409745917b2b280,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,9,15,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:9f032208a69e43b592bea375280551fe,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,4,3,100.0,100.0,0.0,100.0,33.33333333333333,-66.66666666666667
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:a09302a70057491d9c6758291732c5af,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,3,4,100.0,100.0,0.0,33.33333333333333,50.0,16.666666666666668
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:aafd38ac88794c0390a05f879a6dbfa9,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,2,6,100.0,100.0,0.0,100.0,83.33333333333334,-16.666666666666664
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:abd048112cbc40aba3abb774ca3d1c23,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,1,7,100.0,100.0,0.0,100.0,85.71428571428571,-14.28571428571429
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:b01de579ff134b639af3f7ea4321a348,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,9,28,100.0,100.0,0.0,100.0,96.42857142857143,-3.57142857142857
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:b99cef9d6f364ad59958c878d6e29b7d,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,24,15,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:bde2ac27de9d462ea3e6f9b636b0d5b5,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,3,3,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:bfb7693e950544b1a81757bc33e2c901,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,4,3,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:c0754f4e80704a2d97082fb07a1b8c8f,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.trailer,4,5,100.0,100.0,0.0,75.0,40.0,-35.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:c111b93a9eb84e2dbb1d11ee06f2e2f3,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.trailer,5,7,100.0,100.0,0.0,80.0,100.0,19.999999999999996
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:c28b5ffd070640d9921a9fe8aa498dea,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,13,26,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:c7480d2590d34ed5bed3ae6dc951e737,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,2,8,100.0,100.0,0.0,100.0,62.5,-37.5
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:c9ef7470245c4da8b8706a1da6dba80f,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,35,4,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:cf0fee09c3f64f5d978ad3f577988560,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.trailer,5,34,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:d73b9b0dd12d483a95cd369ea427944c,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,9,30,100.0,100.0,0.0,100.0,73.33333333333333,-26.66666666666667
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:d95c0ba7bcda40e6a75017760789a86c,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,7,14,100.0,100.0,0.0,100.0,57.14285714285714,-42.85714285714286
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:dae8ca838fb1409bb057ab941ffe4c06,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,3,7,100.0,100.0,0.0,100.0,71.42857142857143,-28.57142857142857
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:db6ecc2637ae423480ee949331ab4ed0,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,1,5,100.0,100.0,0.0,100.0,80.0,-19.999999999999996
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:e14c82d4051e4a12a77769308aa561ba,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,24,15,100.0,100.0,0.0,79.16666666666666,93.33333333333333,14.166666666666671
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:e70503fb3f9c4e23b2c96c83884bdd82,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,26,9,100.0,100.0,0.0,100.0,55.55555555555556,-44.44444444444444
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:edb40f2a20984a16a52dc56a5116a6d8,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.bus.rigid,4,8,100.0,100.0,0.0,75.0,100.0,25.0
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:f6c7c394874e432db7692e4140593983,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,3,7,100.0,100.0,0.0,100.0,57.14285714285714,-42.85714285714286
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:f8da226429eb42e69d9ffb50839c6e19,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.trailer,4,3,100.0,100.0,0.0,100.0,66.66666666666666,-33.333333333333336
TruckScenes,paired,0.5,0-50,50-100,scene-b201f6e737e34c2d87830fc1e2911516-6:f929245b354c4d13bb7a0c3b2fb8440c,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,4,4,100.0,100.0,0.0,75.0,0.0,-75.0
TruckScenes,paired,0.5,0-50,50-100,scene-fb64d203d417452f830ca73efed80c41-11:00ea51a4b9fc404b83e7f32473636cef,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,1,6,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0.5,0-50,50-100,scene-fb64d203d417452f830ca73efed80c41-11:0c04328ad5734e1b9e08519b89acaf9d,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,26,10,100.0,100.0,0.0,100.0,90.0,-9.999999999999998
