frame,scenario,band_m,points,frame_points
2023-01-20_aying_mangfall_2__0448_1674223530190029732,2023-01-20_aying_mangfall_2,0-50,166723,184117
2023-01-20_aying_mangfall_2__0448_1674223530190029732,2023-01-20_aying_mangfall_2,50-100,13771,184117
2023-01-20_aying_mangfall_2__0448_1674223530190029732,2023-01-20_aying_mangfall_2,100-150,2905,184117
2023-01-20_aying_mangfall_2__0448_1674223530190029732,2023-01-20_aying_mangfall_2,150-400,718,184117
2023-01-20_aying_mangfall_2__0448_1674223530190029732,2023-01-20_aying_mangfall_2,>=400,0,184117
2023-01-20_aying_mangfall_2__0449_1674223530715314328,2023-01-20_aying_mangfall_2,0-50,169834,185350
2023-01-20_aying_mangfall_2__0449_1674223530715314328,2023-01-20_aying_mangfall_2,50-100,12051,185350
2023-01-20_aying_mangfall_2__0449_1674223530715314328,2023-01-20_aying_mangfall_2,100-150,2771,185350
2023-01-20_aying_mangfall_2__0449_1674223530715314328,2023-01-20_aying_mangfall_2,150-400,694,185350
2023-01-20_aying_mangfall_2__0449_1674223530715314328,2023-01-20_aying_mangfall_2,>=400,0,185350
2023-01-20_aying_mangfall_2__0450_1674223532710317979,2023-01-20_aying_mangfall_2,0-50,169616,183084
2023-01-20_aying_mangfall_2__0450_1674223532710317979,2023-01-20_aying_mangfall_2,50-100,10721,183084
2023-01-20_aying_mangfall_2__0450_1674223532710317979,2023-01-20_aying_mangfall_2,100-150,2215,183084
2023-01-20_aying_mangfall_2__0450_1674223532710317979,2023-01-20_aying_mangfall_2,150-400,532,183084
2023-01-20_aying_mangfall_2__0450_1674223532710317979,2023-01-20_aying_mangfall_2,>=400,0,183084
2023-01-20_aying_mangfall_2__0451_1674223534390357383,2023-01-20_aying_mangfall_2,0-50,171400,181302
2023-01-20_aying_mangfall_2__0451_1674223534390357383,2023-01-20_aying_mangfall_2,50-100,7888,181302
2023-01-20_aying_mangfall_2__0451_1674223534390357383,2023-01-20_aying_mangfall_2,100-150,1617,181302
2023-01-20_aying_mangfall_2__0451_1674223534390357383,2023-01-20_aying_mangfall_2,150-400,397,181302
2023-01-20_aying_mangfall_2__0451_1674223534390357383,2023-01-20_aying_mangfall_2,>=400,0,181302
2023-01-20_aying_mangfall_2__0452_1674223537749999551,2023-01-20_aying_mangfall_2,0-50,202806,205942
2023-01-20_aying_mangfall_2__0452_1674223537749999551,2023-01-20_aying_mangfall_2,50-100,2592,205942
2023-01-20_aying_mangfall_2__0452_1674223537749999551,2023-01-20_aying_mangfall_2,100-150,467,205942
2023-01-20_aying_mangfall_2__0452_1674223537749999551,2023-01-20_aying_mangfall_2,150-400,77,205942
2023-01-20_aying_mangfall_2__0452_1674223537749999551,2023-01-20_aying_mangfall_2,>=400,0,205942
2023-01-20_aying_mangfall_2__0453_1674223540270013932,2023-01-20_aying_mangfall_2,0-50,206646,209868
2023-01-20_aying_mangfall_2__0453_1674223540270013932,2023-01-20_aying_mangfall_2,50-100,2935,209868
2023-01-20_aying_mangfall_2__0453_1674223540270013932,2023-01-20_aying_mangfall_2,100-150,267,209868
2023-01-20_aying_mangfall_2__0453_1674223540270013932,2023-01-20_aying_mangfall_2,150-400,20,209868
2023-01-20_aying_mangfall_2__0453_1674223540270013932,2023-01-20_aying_mangfall_2,>=400,0,209868
2023-01-20_aying_mangfall_2__0454_1674223545415246798,2023-01-20_aying_mangfall_2,0-50,207123,212938
2023-01-20_aying_mangfall_2__0454_1674223545415246798,2023-01-20_aying_mangfall_2,50-100,5522,212938
2023-01-20_aying_mangfall_2__0454_1674223545415246798,2023-01-20_aying_mangfall_2,100-150,291,212938
2023-01-20_aying_mangfall_2__0454_1674223545415246798,2023-01-20_aying_mangfall_2,150-400,2,212938
2023-01-20_aying_mangfall_2__0454_1674223545415246798,2023-01-20_aying_mangfall_2,>=400,0,212938
2023-01-20_aying_mangfall_2__0455_1674223546884946153,2023-01-20_aying_mangfall_2,0-50,206018,213255
2023-01-20_aying_mangfall_2__0455_1674223546884946153,2023-01-20_aying_mangfall_2,50-100,7016,213255
2023-01-20_aying_mangfall_2__0455_1674223546884946153,2023-01-20_aying_mangfall_2,100-150,219,213255
2023-01-20_aying_mangfall_2__0455_1674223546884946153,2023-01-20_aying_mangfall_2,150-400,2,213255
2023-01-20_aying_mangfall_2__0455_1674223546884946153,2023-01-20_aying_mangfall_2,>=400,0,213255
2023-01-20_aying_mangfall_2__0456_1674223548984795073,2023-01-20_aying_mangfall_2,0-50,197943,211488
2023-01-20_aying_mangfall_2__0456_1674223548984795073,2023-01-20_aying_mangfall_2,50-100,12333,211488
2023-01-20_aying_mangfall_2__0456_1674223548984795073,2023-01-20_aying_mangfall_2,100-150,1043,211488
2023-01-20_aying_mangfall_2__0456_1674223548984795073,2023-01-20_aying_mangfall_2,150-400,169,211488
2023-01-20_aying_mangfall_2__0456_1674223548984795073,2023-01-20_aying_mangfall_2,>=400,0,211488
2023-01-20_aying_mangfall_2__0457_1674223554970455219,2023-01-20_aying_mangfall_2,0-50,184127,201515
2023-01-20_aying_mangfall_2__0457_1674223554970455219,2023-01-20_aying_mangfall_2,50-100,14922,201515
2023-01-20_aying_mangfall_2__0457_1674223554970455219,2023-01-20_aying_mangfall_2,100-150,1433,201515
2023-01-20_aying_mangfall_2__0457_1674223554970455219,2023-01-20_aying_mangfall_2,150-400,1033,201515
2023-01-20_aying_mangfall_2__0457_1674223554970455219,2023-01-20_aying_mangfall_2,>=400,0,201515
2023-01-20_aying_mangfall_2__0458_1674223557805563409,2023-01-20_aying_mangfall_2,0-50,179520,196974
2023-01-20_aying_mangfall_2__0458_1674223557805563409,2023-01-20_aying_mangfall_2,50-100,15188,196974
2023-01-20_aying_mangfall_2__0458_1674223557805563409,2023-01-20_aying_mangfall_2,100-150,1299,196974
2023-01-20_aying_mangfall_2__0458_1674223557805563409,2023-01-20_aying_mangfall_2,150-400,967,196974
2023-01-20_aying_mangfall_2__0458_1674223557805563409,2023-01-20_aying_mangfall_2,>=400,0,196974
2023-01-20_aying_mangfall_2__0459_1674223562530375564,2023-01-20_aying_mangfall_2,0-50,185509,195117
2023-01-20_aying_mangfall_2__0459_1674223562530375564,2023-01-20_aying_mangfall_2,50-100,8838,195117
2023-01-20_aying_mangfall_2__0459_1674223562530375564,2023-01-20_aying_mangfall_2,100-150,678,195117
2023-01-20_aying_mangfall_2__0459_1674223562530375564,2023-01-20_aying_mangfall_2,150-400,92,195117
2023-01-20_aying_mangfall_2__0459_1674223562530375564,2023-01-20_aying_mangfall_2,>=400,0,195117
2023-01-20_aying_mangfall_2__0460_1674223565050604976,2023-01-20_aying_mangfall_2,0-50,193168,200812
2023-01-20_aying_mangfall_2__0460_1674223565050604976,2023-01-20_aying_mangfall_2,50-100,6972,200812
2023-01-20_aying_mangfall_2__0460_1674223565050604976,2023-01-20_aying_mangfall_2,100-150,620,200812
2023-01-20_aying_mangfall_2__0460_1674223565050604976,2023-01-20_aying_mangfall_2,150-400,52,200812
2023-01-20_aying_mangfall_2__0460_1674223565050604976,2023-01-20_aying_mangfall_2,>=400,0,200812
2023-01-20_aying_mangfall_2__0461_1674223567360559534,2023-01-20_aying_mangfall_2,0-50,185814,193496
2023-01-20_aying_mangfall_2__0461_1674223567360559534,2023-01-20_aying_mangfall_2,50-100,6570,193496
2023-01-20_aying_mangfall_2__0461_1674223567360559534,2023-01-20_aying_mangfall_2,100-150,1077,193496
2023-01-20_aying_mangfall_2__0461_1674223567360559534,2023-01-20_aying_mangfall_2,150-400,35,193496
2023-01-20_aying_mangfall_2__0461_1674223567360559534,2023-01-20_aying_mangfall_2,>=400,0,193496
2023-01-20_aying_mangfall_2__0462_1674223569355050061,2023-01-20_aying_mangfall_2,0-50,201531,205404
2023-01-20_aying_mangfall_2__0462_1674223569355050061,2023-01-20_aying_mangfall_2,50-100,3175,205404
2023-01-20_aying_mangfall_2__0462_1674223569355050061,2023-01-20_aying_mangfall_2,100-150,666,205404
2023-01-20_aying_mangfall_2__0462_1674223569355050061,2023-01-20_aying_mangfall_2,150-400,32,205404
2023-01-20_aying_mangfall_2__0462_1674223569355050061,2023-01-20_aying_mangfall_2,>=400,0,205404
2023-01-20_aying_mangfall_2__0463_1674223573030315405,2023-01-20_aying_mangfall_2,0-50,212896,214367
2023-01-20_aying_mangfall_2__0463_1674223573030315405,2023-01-20_aying_mangfall_2,50-100,1408,214367
2023-01-20_aying_mangfall_2__0463_1674223573030315405,2023-01-20_aying_mangfall_2,100-150,53,214367
2023-01-20_aying_mangfall_2__0463_1674223573030315405,2023-01-20_aying_mangfall_2,150-400,10,214367
2023-01-20_aying_mangfall_2__0463_1674223573030315405,2023-01-20_aying_mangfall_2,>=400,0,214367
2023-01-20_aying_mangfall_2__0464_1674223584160464677,2023-01-20_aying_mangfall_2,0-50,191063,193054
2023-01-20_aying_mangfall_2__0464_1674223584160464677,2023-01-20_aying_mangfall_2,50-100,1884,193054
2023-01-20_aying_mangfall_2__0464_1674223584160464677,2023-01-20_aying_mangfall_2,100-150,72,193054
2023-01-20_aying_mangfall_2__0464_1674223584160464677,2023-01-20_aying_mangfall_2,150-400,35,193054
2023-01-20_aying_mangfall_2__0464_1674223584160464677,2023-01-20_aying_mangfall_2,>=400,0,193054
2023-01-20_aying_mangfall_2__0465_1674223586260258592,2023-01-20_aying_mangfall_2,0-50,203722,205512
2023-01-20_aying_mangfall_2__0465_1674223586260258592,2023-01-20_aying_mangfall_2,50-100,1675,205512
2023-01-20_aying_mangfall_2__0465_1674223586260258592,2023-01-20_aying_mangfall_2,100-150,101,205512
2023-01-20_aying_mangfall_2__0465_1674223586260258592,2023-01-20_aying_mangfall_2,150-400,14,205512
2023-01-20_aying_mangfall_2__0465_1674223586260258592,2023-01-20_aying_mangfall_2,>=400,0,205512
2023-01-20_aying_mangfall_2__0466_1674223589095778802,2023-01-20_aying_mangfall_2,0-50,211235,213868
2023-01-20_aying_mangfall_2__0466_1674223589095778802,2023-01-20_aying_mangfall_2,50-100,2476,213868
2023-01-20_aying_mangfall_2__0466_1674223589095778802,2023-01-20_aying_mangfall_2,100-150,132,213868
2023-01-20_aying_mangfall_2__0466_1674223589095778802,2023-01-20_aying_mangfall_2,150-400,25,213868
2023-01-20_aying_mangfall_2__0466_1674223589095778802,2023-01-20_aying_mangfall_2,>=400,0,213868
2023-01-20_aying_mangfall_2__0467_1674223597704587859,2023-01-20_aying_mangfall_2,0-50,206508,212294
2023-01-20_aying_mangfall_2__0467_1674223597704587859,2023-01-20_aying_mangfall_2,50-100,5369,212294
2023-01-20_aying_mangfall_2__0467_1674223597704587859,2023-01-20_aying_mangfall_2,100-150,377,212294
2023-01-20_aying_mangfall_2__0467_1674223597704587859,2023-01-20_aying_mangfall_2,150-400,40,212294
2023-01-20_aying_mangfall_2__0467_1674223597704587859,2023-01-20_aying_mangfall_2,>=400,0,212294
2023-01-20_aying_mangfall_2__0468_1674223613980084892,2023-01-20_aying_mangfall_2,0-50,186464,196352
2023-01-20_aying_mangfall_2__0468_1674223613980084892,2023-01-20_aying_mangfall_2,50-100,8303,196352
2023-01-20_aying_mangfall_2__0468_1674223613980084892,2023-01-20_aying_mangfall_2,100-150,1038,196352
2023-01-20_aying_mangfall_2__0468_1674223613980084892,2023-01-20_aying_mangfall_2,150-400,547,196352
2023-01-20_aying_mangfall_2__0468_1674223613980084892,2023-01-20_aying_mangfall_2,>=400,0,196352
2023-01-20_aying_mangfall_2__0469_1674223619019767093,2023-01-20_aying_mangfall_2,0-50,199671,210356
2023-01-20_aying_mangfall_2__0469_1674223619019767093,2023-01-20_aying_mangfall_2,50-100,8739,210356
2023-01-20_aying_mangfall_2__0469_1674223619019767093,2023-01-20_aying_mangfall_2,100-150,1840,210356
2023-01-20_aying_mangfall_2__0469_1674223619019767093,2023-01-20_aying_mangfall_2,150-400,106,210356
2023-01-20_aying_mangfall_2__0469_1674223619019767093,2023-01-20_aying_mangfall_2,>=400,0,210356
2023-01-20_aying_mangfall_2__0470_1674223625004641760,2023-01-20_aying_mangfall_2,0-50,198671,208745
2023-01-20_aying_mangfall_2__0470_1674223625004641760,2023-01-20_aying_mangfall_2,50-100,9174,208745
2023-01-20_aying_mangfall_2__0470_1674223625004641760,2023-01-20_aying_mangfall_2,100-150,689,208745
2023-01-20_aying_mangfall_2__0470_1674223625004641760,2023-01-20_aying_mangfall_2,150-400,211,208745
2023-01-20_aying_mangfall_2__0470_1674223625004641760,2023-01-20_aying_mangfall_2,>=400,0,208745
2023-01-20_aying_mangfall_2__0471_1674223631724512912,2023-01-20_aying_mangfall_2,0-50,196758,209386
2023-01-20_aying_mangfall_2__0471_1674223631724512912,2023-01-20_aying_mangfall_2,50-100,9432,209386
2023-01-20_aying_mangfall_2__0471_1674223631724512912,2023-01-20_aying_mangfall_2,100-150,2664,209386
2023-01-20_aying_mangfall_2__0471_1674223631724512912,2023-01-20_aying_mangfall_2,150-400,532,209386
2023-01-20_aying_mangfall_2__0471_1674223631724512912,2023-01-20_aying_mangfall_2,>=400,0,209386
2023-01-20_aying_mangfall_2__0472_1674223639179988304,2023-01-20_aying_mangfall_2,0-50,186823,208204
2023-01-20_aying_mangfall_2__0472_1674223639179988304,2023-01-20_aying_mangfall_2,50-100,14827,208204
2023-01-20_aying_mangfall_2__0472_1674223639179988304,2023-01-20_aying_mangfall_2,100-150,6347,208204
2023-01-20_aying_mangfall_2__0472_1674223639179988304,2023-01-20_aying_mangfall_2,150-400,207,208204
2023-01-20_aying_mangfall_2__0472_1674223639179988304,2023-01-20_aying_mangfall_2,>=400,0,208204
2023-01-20_aying_mangfall_2__0473_1674223641279749008,2023-01-20_aying_mangfall_2,0-50,178404,208638
2023-01-20_aying_mangfall_2__0473_1674223641279749008,2023-01-20_aying_mangfall_2,50-100,23069,208638
2023-01-20_aying_mangfall_2__0473_1674223641279749008,2023-01-20_aying_mangfall_2,100-150,6761,208638
2023-01-20_aying_mangfall_2__0473_1674223641279749008,2023-01-20_aying_mangfall_2,150-400,404,208638
2023-01-20_aying_mangfall_2__0473_1674223641279749008,2023-01-20_aying_mangfall_2,>=400,0,208638
2023-01-20_aying_mangfall_2__0474_1674223643905058381,2023-01-20_aying_mangfall_2,0-50,175866,206864
2023-01-20_aying_mangfall_2__0474_1674223643905058381,2023-01-20_aying_mangfall_2,50-100,25711,206864
2023-01-20_aying_mangfall_2__0474_1674223643905058381,2023-01-20_aying_mangfall_2,100-150,4558,206864
2023-01-20_aying_mangfall_2__0474_1674223643905058381,2023-01-20_aying_mangfall_2,150-400,729,206864
2023-01-20_aying_mangfall_2__0474_1674223643905058381,2023-01-20_aying_mangfall_2,>=400,0,206864
2023-01-20_aying_mangfall_2__0475_1674223646110101674,2023-01-20_aying_mangfall_2,0-50,174010,202834
2023-01-20_aying_mangfall_2__0475_1674223646110101674,2023-01-20_aying_mangfall_2,50-100,22342,202834
2023-01-20_aying_mangfall_2__0475_1674223646110101674,2023-01-20_aying_mangfall_2,100-150,4423,202834
2023-01-20_aying_mangfall_2__0475_1674223646110101674,2023-01-20_aying_mangfall_2,150-400,2059,202834
2023-01-20_aying_mangfall_2__0475_1674223646110101674,2023-01-20_aying_mangfall_2,>=400,0,202834
2023-01-20_aying_mangfall_2__0476_1674223647789906047,2023-01-20_aying_mangfall_2,0-50,178530,207205
2023-01-20_aying_mangfall_2__0476_1674223647789906047,2023-01-20_aying_mangfall_2,50-100,24237,207205
2023-01-20_aying_mangfall_2__0476_1674223647789906047,2023-01-20_aying_mangfall_2,100-150,3086,207205
2023-01-20_aying_mangfall_2__0476_1674223647789906047,2023-01-20_aying_mangfall_2,150-400,1352,207205
2023-01-20_aying_mangfall_2__0476_1674223647789906047,2023-01-20_aying_mangfall_2,>=400,0,207205
2023-01-20_aying_mangfall_2__0477_1674223651990376349,2023-01-20_aying_mangfall_2,0-50,150096,186736
2023-01-20_aying_mangfall_2__0477_1674223651990376349,2023-01-20_aying_mangfall_2,50-100,34546,186736
2023-01-20_aying_mangfall_2__0477_1674223651990376349,2023-01-20_aying_mangfall_2,100-150,1331,186736
2023-01-20_aying_mangfall_2__0477_1674223651990376349,2023-01-20_aying_mangfall_2,150-400,763,186736
2023-01-20_aying_mangfall_2__0477_1674223651990376349,2023-01-20_aying_mangfall_2,>=400,0,186736
2023-01-20_aying_mangfall_2__0478_1674223732948955788,2023-01-20_aying_mangfall_2,0-50,159543,210651
2023-01-20_aying_mangfall_2__0478_1674223732948955788,2023-01-20_aying_mangfall_2,50-100,40020,210651
2023-01-20_aying_mangfall_2__0478_1674223732948955788,2023-01-20_aying_mangfall_2,100-150,10104,210651
2023-01-20_aying_mangfall_2__0478_1674223732948955788,2023-01-20_aying_mangfall_2,150-400,984,210651
2023-01-20_aying_mangfall_2__0478_1674223732948955788,2023-01-20_aying_mangfall_2,>=400,0,210651
2023-01-20_aying_mangfall_2__0479_1674223734313984887,2023-01-20_aying_mangfall_2,0-50,160938,211913
2023-01-20_aying_mangfall_2__0479_1674223734313984887,2023-01-20_aying_mangfall_2,50-100,39210,211913
2023-01-20_aying_mangfall_2__0479_1674223734313984887,2023-01-20_aying_mangfall_2,100-150,10969,211913
2023-01-20_aying_mangfall_2__0479_1674223734313984887,2023-01-20_aying_mangfall_2,150-400,796,211913
2023-01-20_aying_mangfall_2__0479_1674223734313984887,2023-01-20_aying_mangfall_2,>=400,0,211913
2023-01-20_aying_mangfall_2__0480_1674223738094441727,2023-01-20_aying_mangfall_2,0-50,159543,209378
2023-01-20_aying_mangfall_2__0480_1674223738094441727,2023-01-20_aying_mangfall_2,50-100,35408,209378
2023-01-20_aying_mangfall_2__0480_1674223738094441727,2023-01-20_aying_mangfall_2,100-150,13403,209378
2023-01-20_aying_mangfall_2__0480_1674223738094441727,2023-01-20_aying_mangfall_2,150-400,1024,209378
2023-01-20_aying_mangfall_2__0480_1674223738094441727,2023-01-20_aying_mangfall_2,>=400,0,209378
2023-01-20_aying_mangfall_2__0481_1674223739879173171,2023-01-20_aying_mangfall_2,0-50,158115,207557
2023-01-20_aying_mangfall_2__0481_1674223739879173171,2023-01-20_aying_mangfall_2,50-100,35079,207557
2023-01-20_aying_mangfall_2__0481_1674223739879173171,2023-01-20_aying_mangfall_2,100-150,12297,207557
2023-01-20_aying_mangfall_2__0481_1674223739879173171,2023-01-20_aying_mangfall_2,150-400,2066,207557
2023-01-20_aying_mangfall_2__0481_1674223739879173171,2023-01-20_aying_mangfall_2,>=400,0,207557
2023-01-20_aying_mangfall_2__0482_1674223743553405127,2023-01-20_aying_mangfall_2,0-50,160528,206829
2023-01-20_aying_mangfall_2__0482_1674223743553405127,2023-01-20_aying_mangfall_2,50-100,32819,206829
2023-01-20_aying_mangfall_2__0482_1674223743553405127,2023-01-20_aying_mangfall_2,100-150,10568,206829
2023-01-20_aying_mangfall_2__0482_1674223743553405127,2023-01-20_aying_mangfall_2,150-400,2914,206829
2023-01-20_aying_mangfall_2__0482_1674223743553405127,2023-01-20_aying_mangfall_2,>=400,0,206829
2023-01-20_aying_mangfall_2__0483_1674223745024094210,2023-01-20_aying_mangfall_2,0-50,165019,207139
2023-01-20_aying_mangfall_2__0483_1674223745024094210,2023-01-20_aying_mangfall_2,50-100,31605,207139
2023-01-20_aying_mangfall_2__0483_1674223745024094210,2023-01-20_aying_mangfall_2,100-150,8259,207139
2023-01-20_aying_mangfall_2__0483_1674223745024094210,2023-01-20_aying_mangfall_2,150-400,2256,207139
2023-01-20_aying_mangfall_2__0483_1674223745024094210,2023-01-20_aying_mangfall_2,>=400,0,207139
2023-01-20_aying_mangfall_2__0484_1674223749015211000,2023-01-20_aying_mangfall_2,0-50,162449,205988
2023-01-20_aying_mangfall_2__0484_1674223749015211000,2023-01-20_aying_mangfall_2,50-100,31078,205988
2023-01-20_aying_mangfall_2__0484_1674223749015211000,2023-01-20_aying_mangfall_2,100-150,10511,205988
2023-01-20_aying_mangfall_2__0484_1674223749015211000,2023-01-20_aying_mangfall_2,150-400,1950,205988
2023-01-20_aying_mangfall_2__0484_1674223749015211000,2023-01-20_aying_mangfall_2,>=400,0,205988
2023-01-20_aying_mangfall_2__0485_1674223751640307690,2023-01-20_aying_mangfall_2,0-50,168843,208073
2023-01-20_aying_mangfall_2__0485_1674223751640307690,2023-01-20_aying_mangfall_2,50-100,30689,208073
2023-01-20_aying_mangfall_2__0485_1674223751640307690,2023-01-20_aying_mangfall_2,100-150,7389,208073
2023-01-20_aying_mangfall_2__0485_1674223751640307690,2023-01-20_aying_mangfall_2,150-400,1152,208073
2023-01-20_aying_mangfall_2__0485_1674223751640307690,2023-01-20_aying_mangfall_2,>=400,0,208073
2023-01-20_aying_mangfall_2__0486_1674223751955476529,2023-01-20_aying_mangfall_2,0-50,169595,207519
2023-01-20_aying_mangfall_2__0486_1674223751955476529,2023-01-20_aying_mangfall_2,50-100,28966,207519
2023-01-20_aying_mangfall_2__0486_1674223751955476529,2023-01-20_aying_mangfall_2,100-150,7897,207519
2023-01-20_aying_mangfall_2__0486_1674223751955476529,2023-01-20_aying_mangfall_2,150-400,1061,207519
2023-01-20_aying_mangfall_2__0486_1674223751955476529,2023-01-20_aying_mangfall_2,>=400,0,207519
2023-01-20_aying_mangfall_2__0487_1674223755314302576,2023-01-20_aying_mangfall_2,0-50,184811,206776
2023-01-20_aying_mangfall_2__0487_1674223755314302576,2023-01-20_aying_mangfall_2,50-100,15708,206776
2023-01-20_aying_mangfall_2__0487_1674223755314302576,2023-01-20_aying_mangfall_2,100-150,5479,206776
2023-01-20_aying_mangfall_2__0487_1674223755314302576,2023-01-20_aying_mangfall_2,150-400,778,206776
2023-01-20_aying_mangfall_2__0487_1674223755314302576,2023-01-20_aying_mangfall_2,>=400,0,206776
2023-01-20_aying_mangfall_2__0488_1674223757204870011,2023-01-20_aying_mangfall_2,0-50,186503,208278
2023-01-20_aying_mangfall_2__0488_1674223757204870011,2023-01-20_aying_mangfall_2,50-100,14225,208278
2023-01-20_aying_mangfall_2__0488_1674223757204870011,2023-01-20_aying_mangfall_2,100-150,5987,208278
2023-01-20_aying_mangfall_2__0488_1674223757204870011,2023-01-20_aying_mangfall_2,150-400,1563,208278
2023-01-20_aying_mangfall_2__0488_1674223757204870011,2023-01-20_aying_mangfall_2,>=400,0,208278
2023-01-20_aying_mangfall_2__0489_1674223759934734013,2023-01-20_aying_mangfall_2,0-50,171853,210754
2023-01-20_aying_mangfall_2__0489_1674223759934734013,2023-01-20_aying_mangfall_2,50-100,29608,210754
2023-01-20_aying_mangfall_2__0489_1674223759934734013,2023-01-20_aying_mangfall_2,100-150,7995,210754
2023-01-20_aying_mangfall_2__0489_1674223759934734013,2023-01-20_aying_mangfall_2,150-400,1298,210754
2023-01-20_aying_mangfall_2__0489_1674223759934734013,2023-01-20_aying_mangfall_2,>=400,0,210754
2023-01-20_aying_mangfall_2__0490_1674223761510306868,2023-01-20_aying_mangfall_2,0-50,175958,212062
2023-01-20_aying_mangfall_2__0490_1674223761510306868,2023-01-20_aying_mangfall_2,50-100,26233,212062
2023-01-20_aying_mangfall_2__0490_1674223761510306868,2023-01-20_aying_mangfall_2,100-150,8505,212062
2023-01-20_aying_mangfall_2__0490_1674223761510306868,2023-01-20_aying_mangfall_2,150-400,1366,212062
2023-01-20_aying_mangfall_2__0490_1674223761510306868,2023-01-20_aying_mangfall_2,>=400,0,212062
2023-01-20_aying_mangfall_2__0491_1674223765604691476,2023-01-20_aying_mangfall_2,0-50,146605,212523
2023-01-20_aying_mangfall_2__0491_1674223765604691476,2023-01-20_aying_mangfall_2,50-100,60392,212523
2023-01-20_aying_mangfall_2__0491_1674223765604691476,2023-01-20_aying_mangfall_2,100-150,4361,212523
2023-01-20_aying_mangfall_2__0491_1674223765604691476,2023-01-20_aying_mangfall_2,150-400,1165,212523
2023-01-20_aying_mangfall_2__0491_1674223765604691476,2023-01-20_aying_mangfall_2,>=400,0,212523
2023-01-20_aying_mangfall_2__0492_1674223766340079246,2023-01-20_aying_mangfall_2,0-50,129116,187080
2023-01-20_aying_mangfall_2__0492_1674223766340079246,2023-01-20_aying_mangfall_2,50-100,53839,187080
2023-01-20_aying_mangfall_2__0492_1674223766340079246,2023-01-20_aying_mangfall_2,100-150,3237,187080
2023-01-20_aying_mangfall_2__0492_1674223766340079246,2023-01-20_aying_mangfall_2,150-400,888,187080
2023-01-20_aying_mangfall_2__0492_1674223766340079246,2023-01-20_aying_mangfall_2,>=400,0,187080
2023-01-20_aying_mangfall_2__0493_1674223767915026581,2023-01-20_aying_mangfall_2,0-50,140718,207178
2023-01-20_aying_mangfall_2__0493_1674223767915026581,2023-01-20_aying_mangfall_2,50-100,56279,207178
2023-01-20_aying_mangfall_2__0493_1674223767915026581,2023-01-20_aying_mangfall_2,100-150,9228,207178
2023-01-20_aying_mangfall_2__0493_1674223767915026581,2023-01-20_aying_mangfall_2,150-400,953,207178
2023-01-20_aying_mangfall_2__0493_1674223767915026581,2023-01-20_aying_mangfall_2,>=400,0,207178
2023-01-20_aying_mangfall_2__0494_1674223768964899215,2023-01-20_aying_mangfall_2,0-50,143048,212083
2023-01-20_aying_mangfall_2__0494_1674223768964899215,2023-01-20_aying_mangfall_2,50-100,59645,212083
2023-01-20_aying_mangfall_2__0494_1674223768964899215,2023-01-20_aying_mangfall_2,100-150,8592,212083
2023-01-20_aying_mangfall_2__0494_1674223768964899215,2023-01-20_aying_mangfall_2,150-400,798,212083
2023-01-20_aying_mangfall_2__0494_1674223768964899215,2023-01-20_aying_mangfall_2,>=400,0,212083
2023-01-20_aying_mangfall_2__0495_1674223771589984812,2023-01-20_aying_mangfall_2,0-50,149637,211540
2023-01-20_aying_mangfall_2__0495_1674223771589984812,2023-01-20_aying_mangfall_2,50-100,56929,211540
2023-01-20_aying_mangfall_2__0495_1674223771589984812,2023-01-20_aying_mangfall_2,100-150,3676,211540
2023-01-20_aying_mangfall_2__0495_1674223771589984812,2023-01-20_aying_mangfall_2,150-400,1298,211540
2023-01-20_aying_mangfall_2__0495_1674223771589984812,2023-01-20_aying_mangfall_2,>=400,0,211540
2023-01-20_aying_mangfall_2__0496_1674223774529854911,2023-01-20_aying_mangfall_2,0-50,168756,214315
2023-01-20_aying_mangfall_2__0496_1674223774529854911,2023-01-20_aying_mangfall_2,50-100,41632,214315
2023-01-20_aying_mangfall_2__0496_1674223774529854911,2023-01-20_aying_mangfall_2,100-150,3903,214315
2023-01-20_aying_mangfall_2__0496_1674223774529854911,2023-01-20_aying_mangfall_2,150-400,24,214315
2023-01-20_aying_mangfall_2__0496_1674223774529854911,2023-01-20_aying_mangfall_2,>=400,0,214315
2023-01-20_aying_mangfall_2__0497_1674223778204567633,2023-01-20_aying_mangfall_2,0-50,208191,214027
2023-01-20_aying_mangfall_2__0497_1674223778204567633,2023-01-20_aying_mangfall_2,50-100,2351,214027
2023-01-20_aying_mangfall_2__0497_1674223778204567633,2023-01-20_aying_mangfall_2,100-150,3452,214027
2023-01-20_aying_mangfall_2__0497_1674223778204567633,2023-01-20_aying_mangfall_2,150-400,33,214027
2023-01-20_aying_mangfall_2__0497_1674223778204567633,2023-01-20_aying_mangfall_2,>=400,0,214027
2023-01-20_aying_mangfall_2__0498_1674223782614190613,2023-01-20_aying_mangfall_2,0-50,213496,216312
2023-01-20_aying_mangfall_2__0498_1674223782614190613,2023-01-20_aying_mangfall_2,50-100,1934,216312
2023-01-20_aying_mangfall_2__0498_1674223782614190613,2023-01-20_aying_mangfall_2,100-150,290,216312
2023-01-20_aying_mangfall_2__0498_1674223782614190613,2023-01-20_aying_mangfall_2,150-400,592,216312
2023-01-20_aying_mangfall_2__0498_1674223782614190613,2023-01-20_aying_mangfall_2,>=400,0,216312
2023-01-20_aying_mangfall_2__0499_1674223783768981296,2023-01-20_aying_mangfall_2,0-50,193488,195010
